"ID";"WijkenEnBuurten";"Gemeentenaam_1";"SoortRegio_2";"Codering_3";"Indelingswijziging_4";"AantalInwoners_5";"TotaalVermogenVernielingEnGeweld_6";"TotaalVermogensmisdrijven_7";"TotaalDiefstal_8";"Fietsendiefstal_9";"DiefstalOverigeVervoermiddelen_10";"DiefstalUitVanafVervoermiddelen_11";"ZakkenrollerijStraatroofEnBeroving_12";"TotaalDiefstalUitWoningSchuurED_13";"DiefstalUitNietResidentieleGebouwen_14";"OverigeDiefstalInbraak_15";"OverigeVermogensmisdrijven_16";"TotaalVernielingTegenOpenbareOrde_17";"TotaalVernieling_18";"VernielingAanAuto_19";"OverigeVernieling_20";"OverigeVernielingTegenOpenbareOrde_21";"TotaalGeweldsEnSeksueleMisdrijven_22";"Mishandeling_23";"BedreigingEnStalking_24";"OverigeGeweldsEnSeksueleMisdrijven_25";"TotaalVermogenVernielingEnGeweld_26";"TotaalVermogensmisdrijven_27";"TotaalDiefstalUitWoningSchuurED_28";"VernielingMisdrijfTegenOpenbareOrde_29";"GeweldsEnSeksueleMisdrijven_30"
"28";"WK168009  ";"Aa en Hunze                   ";"Wijk    ";"WK168009  ";"1";"128";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"8";"8";"0";"0";"0"
"29";"BU16800900";"Aa en Hunze                   ";"Buurt   ";"BU16800900";"1";"124";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"8";"8";"0";"0";"0"
"30";"BU16800909";"Aa en Hunze                   ";"Buurt   ";"BU16800909";"1";"4";;;;;;;;;;;;;;;;;;;;;;;;;
"31";"WK168011  ";"Aa en Hunze                   ";"Wijk    ";"WK168011  ";"1";"417";"8";"7";"4";"1";"0";"0";"0";"0";"0";"3";"3";"1";"1";"0";"1";"0";"0";"0";"0";"0";"19";"17";"0";"2";"0"
"32";"BU16801100";"Aa en Hunze                   ";"Buurt   ";"BU16801100";"1";"417";"8";"7";"4";"1";"0";"0";"0";"0";"0";"3";"3";"1";"1";"0";"1";"0";"0";"0";"0";"0";"19";"17";"0";"2";"0"
"33";"BU16801109";"Aa en Hunze                   ";"Buurt   ";"BU16801109";"1";"0";;;;;;;;;;;;;;;;;;;;;;;;;
"34";"WK168012  ";"Aa en Hunze                   ";"Wijk    ";"WK168012  ";"1";"270";"5";"3";"2";"0";"0";"0";"0";"1";"0";"1";"1";"1";"1";"1";"0";"0";"1";"0";"1";"0";"19";"11";"4";"4";"4"
"35";"BU16801200";"Aa en Hunze                   ";"Buurt   ";"BU16801200";"1";"245";"5";"3";"2";"0";"0";"0";"0";"1";"0";"1";"1";"1";"1";"1";"0";"0";"1";"0";"1";"0";"20";"12";"4";"4";"4"
"36";"BU16801209";"Aa en Hunze                   ";"Buurt   ";"BU16801209";"1";"25";;;;;;;;;;;;;;;;;;;;;;;;;
"37";"WK168013  ";"Aa en Hunze                   ";"Wijk    ";"WK168013  ";"1";"139";;;;;;;;;;;;;;;;;;;;;;;;;
"38";"BU16801300";"Aa en Hunze                   ";"Buurt   ";"BU16801300";"1";"102";;;;;;;;;;;;;;;;;;;;;;;;;
"39";"BU16801309";"Aa en Hunze                   ";"Buurt   ";"BU16801309";"1";"37";;;;;;;;;;;;;;;;;;;;;;;;;
"40";"WK168014  ";"Aa en Hunze                   ";"Wijk    ";"WK168014  ";"1";"1857";"39";"26";"20";"1";"1";"0";"0";"8";"2";"8";"6";"8";"8";"0";"8";"0";"5";"1";"0";"4";"21";"14";"4";"4";"3"
"41";"BU16801400";"Aa en Hunze                   ";"Buurt   ";"BU16801400";"1";"1472";"25";"19";"14";"1";"0";"0";"0";"8";"0";"5";"5";"5";"5";"0";"5";"0";"1";"1";"0";"0";"17";"13";"5";"3";"1"
"42";"BU16801401";"Aa en Hunze                   ";"Buurt   ";"BU16801401";"1";"134";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"1";"7";"0";"0";"0";"7"
"43";"BU16801409";"Aa en Hunze                   ";"Buurt   ";"BU16801409";"1";"251";"13";"7";"6";"0";"1";"0";"0";"0";"2";"3";"1";"3";"3";"0";"3";"0";"3";"0";"0";"3";"52";"28";"0";"12";"12"
"44";"WK168015  ";"Aa en Hunze                   ";"Wijk    ";"WK168015  ";"1";"1866";"37";"21";"14";"1";"0";"0";"0";"4";"2";"7";"7";"12";"11";"3";"8";"1";"4";"0";"3";"1";"20";"11";"2";"6";"2"
"45";"BU16801500";"Aa en Hunze                   ";"Buurt   ";"BU16801500";"1";"1820";"37";"21";"14";"1";"0";"0";"0";"4";"2";"7";"7";"12";"11";"3";"8";"1";"4";"0";"3";"1";"20";"12";"2";"6";"2"
"46";"BU16801501";"Aa en Hunze                   ";"Buurt   ";"BU16801501";"1";"46";;;;;;;;;;;;;;;;;;;;;;;;;
"47";"BU16801509";"Aa en Hunze                   ";"Buurt   ";"BU16801509";"1";"0";;;;;;;;;;;;;;;;;;;;;;;;;
"48";"WK168016  ";"Aa en Hunze                   ";"Wijk    ";"WK168016  ";"1";"662";"4";"2";"2";"0";"0";"0";"0";"0";"0";"2";"0";"2";"2";"1";"1";"0";"0";"0";"0";"0";"6";"3";"0";"3";"0"
"49";"BU16801600";"Aa en Hunze                   ";"Buurt   ";"BU16801600";"1";"612";"3";"1";"1";"0";"0";"0";"0";"0";"0";"1";"0";"2";"2";"1";"1";"0";"0";"0";"0";"0";"5";"2";"0";"3";"0"
"50";"BU16801601";"Aa en Hunze                   ";"Buurt   ";"BU16801601";"1";"42";;;;;;;;;;;;;;;;;;;;;;;;;
"51";"BU16801609";"Aa en Hunze                   ";"Buurt   ";"BU16801609";"1";"8";"1";"1";"1";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;
"52";"WK168017  ";"Aa en Hunze                   ";"Wijk    ";"WK168017  ";"1";"5066";"86";"58";"42";"14";"0";"0";"1";"11";"7";"9";"16";"20";"18";"3";"15";"2";"8";"2";"5";"1";"17";"11";"2";"4";"2"
"53";"BU16801700";"Aa en Hunze                   ";"Buurt   ";"BU16801700";"1";"4893";"81";"54";"39";"14";"0";"0";"1";"10";"7";"7";"15";"19";"17";"3";"14";"2";"8";"2";"5";"1";"17";"11";"2";"3";"2"
"54";"BU16801709";"Aa en Hunze                   ";"Buurt   ";"BU16801709";"1";"173";"5";"4";"3";"0";"0";"0";"0";"1";"0";"2";"1";"1";"1";"0";"1";"0";"0";"0";"0";"0";"29";"23";"6";"6";"0"
"55";"WK168018  ";"Aa en Hunze                   ";"Wijk    ";"WK168018  ";"1";"1214";"16";"10";"7";"2";"1";"0";"0";"0";"1";"3";"3";"2";"2";"0";"2";"0";"4";"2";"1";"1";"13";"8";"0";"2";"3"
"56";"BU16801800";"Aa en Hunze                   ";"Buurt   ";"BU16801800";"1";"683";"3";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"1";"0";"1";"0";"2";"0";"1";"1";"4";"0";"0";"1";"3"
"57";"BU16801801";"Aa en Hunze                   ";"Buurt   ";"BU16801801";"1";"93";"3";"2";"1";"0";"0";"0";"0";"0";"0";"1";"1";"0";"0";"0";"0";"0";"1";"1";"0";"0";"32";"22";"0";"0";"11"
"58";"BU16801802";"Aa en Hunze                   ";"Buurt   ";"BU16801802";"1";"244";"7";"5";"3";"0";"1";"0";"0";"0";"1";"1";"2";"1";"1";"0";"1";"0";"1";"1";"0";"0";"29";"20";"0";"4";"4"
"59";"BU16801809";"Aa en Hunze                   ";"Buurt   ";"BU16801809";"1";"194";"3";"3";"3";"2";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"15";"15";"0";"0";"0"
"60";"WK168019  ";"Aa en Hunze                   ";"Wijk    ";"WK168019  ";"1";"4634";"98";"65";"50";"4";"1";"2";"2";"19";"4";"18";"15";"18";"17";"5";"12";"1";"15";"7";"3";"5";"21";"14";"4";"4";"3"
"61";"BU16801900";"Aa en Hunze                   ";"Buurt   ";"BU16801900";"1";"3748";"77";"47";"33";"3";"0";"2";"2";"12";"4";"10";"14";"17";"16";"5";"11";"1";"13";"6";"3";"4";"21";"13";"3";"4";"3"
"62";"BU16801901";"Aa en Hunze                   ";"Buurt   ";"BU16801901";"1";"147";"4";"4";"4";"0";"0";"0";"0";"2";"0";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"27";"27";"14";"0";"0"
"63";"BU16801902";"Aa en Hunze                   ";"Buurt   ";"BU16801902";"1";"55";"3";"2";"2";"0";"0";"0";"0";"2";"0";"0";"0";"1";"1";"0";"1";"0";"0";"0";"0";"0";"55";"36";"36";"18";"0"
"64";"BU16801903";"Aa en Hunze                   ";"Buurt   ";"BU16801903";"1";"89";"0";"0";"0";"0";"0";"0";"0";"0";;;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"65";"BU16801908";"Aa en Hunze                   ";"Buurt   ";"BU16801908";"1";"443";"8";"6";"6";"1";"0";"0";"0";"0";"0";"5";"0";"0";"0";"0";"0";"0";"2";"1";"0";"1";"18";"14";"0";"0";"5"
"66";"BU16801909";"Aa en Hunze                   ";"Buurt   ";"BU16801909";"1";"152";"6";"6";"5";"0";"1";"0";"0";"3";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"39";"39";"20";"0";"0"
"67";"WK168020  ";"Aa en Hunze                   ";"Wijk    ";"WK168020  ";"1";"1166";"19";"13";"10";"0";"2";"0";"0";"4";"0";"4";"3";"1";"1";"0";"1";"0";"5";"2";"2";"1";"16";"11";"3";"1";"4"
"68";"BU16802000";"Aa en Hunze                   ";"Buurt   ";"BU16802000";"1";"647";"8";"6";"3";"0";"2";"0";"0";"0";"0";"1";"3";"1";"1";"0";"1";"0";"1";"1";"0";"0";"12";"9";"0";"2";"2"
"69";"BU16802001";"Aa en Hunze                   ";"Buurt   ";"BU16802001";"1";"180";"2";"2";"2";"0";"0";"0";"0";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"11";"11";"11";"0";"0"
"70";"BU16802008";"Aa en Hunze                   ";"Buurt   ";"BU16802008";"1";"61";;;;;;;;;;;;;;;;;;;;;;;;;
"71";"BU16802009";"Aa en Hunze                   ";"Buurt   ";"BU16802009";"1";"278";"9";"5";"5";"0";"0";"0";"0";"2";"0";"3";"0";"0";"0";"0";"0";"0";"4";"1";"2";"1";"32";"18";"7";"0";"14"
"72";"WK168021  ";"Aa en Hunze                   ";"Wijk    ";"WK168021  ";"1";"494";"8";"6";"3";"0";"0";"0";"0";"1";"1";"1";"3";"0";"0";"0";"0";"0";"2";"1";"1";"0";"16";"12";"2";"0";"4"
"73";"BU16802100";"Aa en Hunze                   ";"Buurt   ";"BU16802100";"1";"259";"3";"2";"1";"0";"0";"0";"0";"0";"0";"1";"1";"0";"0";"0";"0";"0";"1";"0";"1";"0";"12";"8";"0";"0";"4"
"74";"BU16802101";"Aa en Hunze                   ";"Buurt   ";"BU16802101";"1";"85";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"12";"12";"0";"0";"0"
"75";"BU16802109";"Aa en Hunze                   ";"Buurt   ";"BU16802109";"1";"150";"4";"3";"2";"0";"0";"0";"0";"1";"1";"0";"1";"0";"0";"0";"0";"0";"1";"1";"0";"0";"27";"20";"7";"0";"7"
"76";"GM0738    ";"Aalburg                       ";"Gemeente";"GM0738    ";;"13067";"221";"153";"114";"14";"8";"28";"0";"17";"15";"32";"39";"34";"24";"9";"15";"10";"34";"21";"8";"5";"17";"12";"1";"2";"3"
"77";"WK073800  ";"Aalburg                       ";"Wijk    ";"WK073800  ";"1";"6257";"101";"81";"67";"10";"4";"13";"0";"8";"12";"20";"14";"8";"5";"2";"3";"3";"12";"6";"4";"2";"16";"13";"1";"1";"2"
"78";"BU07380000";"Aalburg                       ";"Buurt   ";"BU07380000";"1";"5191";"81";"67";"58";"5";"4";"13";"0";"7";"10";"19";"9";"6";"4";"2";"2";"2";"8";"4";"2";"2";"16";"13";"1";"1";"2"
"79";"BU07380001";"Aalburg                       ";"Buurt   ";"BU07380001";"1";"840";"11";"6";"2";"0";"0";"0";"0";"1";"1";"0";"4";"1";"0";"0";"0";"1";"4";"2";"2";"0";"13";"7";"1";"0";"5"
"80";"BU07380009";"Aalburg                       ";"Buurt   ";"BU07380009";"1";"226";"9";"8";"7";"5";"0";"0";"0";"0";"1";"1";"1";"1";"1";"0";"1";"0";"0";"0";"0";"0";"40";"35";"0";"4";"0"
"81";"WK073801  ";"Aalburg                       ";"Wijk    ";"WK073801  ";"1";"2731";"50";"31";"22";"3";"3";"8";"0";"2";"1";"5";"9";"8";"6";"2";"4";"2";"11";"7";"2";"2";"18";"11";"1";"2";"4"
"82";"BU07380100";"Aalburg                       ";"Buurt   ";"BU07380100";"1";"2638";"40";"26";"17";"3";"2";"5";"0";"2";"1";"4";"9";"8";"6";"2";"4";"2";"6";"4";"1";"1";"15";"10";"1";"2";"2"
"83";"BU07380109";"Aalburg                       ";"Buurt   ";"BU07380109";"1";"93";"10";"5";"5";"0";"1";"3";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"5";"3";"1";"1";"108";"54";"0";"0";"54"
"84";"WK073802  ";"Aalburg                       ";"Wijk    ";"WK073802  ";"1";"1724";"30";"17";"10";"0";"1";"3";"0";"3";"1";"2";"7";"10";"8";"0";"8";"2";"3";"2";"1";"0";"17";"10";"2";"5";"2"
"85";"BU07380200";"Aalburg                       ";"Buurt   ";"BU07380200";"1";"1640";"27";"16";"9";"0";"1";"3";"0";"3";"0";"2";"7";"8";"7";"0";"7";"1";"3";"2";"1";"0";"16";"10";"2";"4";"2"
"86";"BU07380209";"Aalburg                       ";"Buurt   ";"BU07380209";"1";"84";"3";"1";"1";"0";"0";"0";"0";"0";"1";"0";"0";"2";"1";"0";"1";"1";"0";"0";"0";"0";"36";"12";"0";"12";"0"
"87";"WK073803  ";"Aalburg                       ";"Wijk    ";"WK073803  ";"1";"805";"26";"14";"10";"1";"0";"2";"0";"2";"1";"4";"4";"5";"2";"2";"0";"3";"7";"6";"1";"0";"32";"17";"2";"2";"9"
"88";"BU07380300";"Aalburg                       ";"Buurt   ";"BU07380300";"1";"666";"14";"10";"8";"0";"0";"2";"0";"2";"1";"3";"2";"2";"1";"1";"0";"1";"2";"2";"0";"0";"21";"15";"3";"2";"3"
"89";"BU07380309";"Aalburg                       ";"Buurt   ";"BU07380309";"1";"139";"12";"4";"2";"1";"0";"0";"0";"0";"0";"1";"2";"3";"1";"1";"0";"2";"5";"4";"1";"0";"86";"29";"0";"7";"36"
"90";"WK073804  ";"Aalburg                       ";"Wijk    ";"WK073804  ";"1";"735";"8";"5";"1";"0";"0";"1";"0";"0";"0";"0";"4";"3";"3";"3";"0";"0";"0";"0";"0";"0";"11";"7";"0";"4";"0"
"91";"BU07380400";"Aalburg                       ";"Buurt   ";"BU07380400";"1";"656";"8";"5";"1";"0";"0";"1";"0";"0";"0";"0";"4";"3";"3";"3";"0";"0";"0";"0";"0";"0";"12";"8";"0";"5";"0"
"92";"BU07380409";"Aalburg                       ";"Buurt   ";"BU07380409";"1";"79";;;;;;;;;;;;;;;;;;;;;;;;;
"93";"WK073805  ";"Aalburg                       ";"Wijk    ";"WK073805  ";"1";"396";"5";"5";"4";"0";"0";"1";"0";"2";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"13";"13";"5";"0";"0"
"94";"BU07380500";"Aalburg                       ";"Buurt   ";"BU07380500";"1";"235";"2";"2";"2";"0";"0";"1";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"9";"9";"4";"0";"0"
"95";"BU07380509";"Aalburg                       ";"Buurt   ";"BU07380509";"1";"161";"3";"3";"2";"0";"0";"0";"0";"1";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"19";"19";"6";"0";"0"
"96";"WK073806  ";"Aalburg                       ";"Wijk    ";"WK073806  ";"1";"419";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"1";"2";"0";"0";"0";"2"
"97";"BU07380600";"Aalburg                       ";"Buurt   ";"BU07380600";"1";"341";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"1";"3";"0";"0";"0";"3"
"98";"BU07380609";"Aalburg                       ";"Buurt   ";"BU07380609";"1";"78";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"99";"GM0358    ";"Aalsmeer                      ";"Gemeente";"GM0358    ";;"31373";"923";"686";"573";"115";"34";"110";"9";"109";"125";"71";"113";"127";"106";"54";"52";"21";"110";"55";"38";"17";"29";"22";"3";"3";"4"
"100";"WK035800  ";"Aalsmeer                      ";"Wijk    ";"WK035800  ";"1";"12235";"468";"336";"293";"68";"19";"62";"5";"38";"63";"38";"43";"70";"59";"28";"31";"11";"62";"27";"21";"14";"38";"27";"3";"5";"5"
"101";"BU03580000";"Aalsmeer                      ";"Buurt   ";"BU03580000";"1";"2437";"135";"103";"88";"26";"6";"12";"3";"6";"24";"11";"15";"24";"19";"5";"14";"5";"8";"4";"3";"1";"55";"42";"2";"8";"3"
"102";"BU03580001";"Aalsmeer                      ";"Buurt   ";"BU03580001";"1";"6392";"179";"127";"111";"29";"5";"21";"1";"22";"17";"16";"16";"23";"19";"10";"9";"4";"29";"10";"11";"8";"28";"20";"3";"3";"5"
"103";"BU03580004";"Aalsmeer                      ";"Buurt   ";"BU03580004";"1";"2502";"124";"79";"68";"12";"3";"12";"1";"8";"22";"10";"11";"22";"20";"13";"7";"2";"23";"12";"6";"5";"50";"32";"3";"8";"9"
"104";"BU03580005";"Aalsmeer                      ";"Buurt   ";"BU03580005";"1";"904";"30";"27";"26";"1";"5";"17";"0";"2";"0";"1";"1";"1";"1";"0";"1";"0";"2";"1";"1";"0";"33";"30";"2";"1";"2"
"105";"WK035801  ";"Aalsmeer                      ";"Wijk    ";"WK035801  ";"1";"9214";"169";"122";"86";"10";"5";"16";"2";"33";"6";"14";"36";"25";"19";"12";"7";"6";"22";"13";"9";"0";"18";"13";"4";"2";"2"
"106";"BU03580100";"Aalsmeer                      ";"Buurt   ";"BU03580100";"1";"9214";"169";"122";"86";"10";"5";"16";"2";"33";"6";"14";"36";"25";"19";"12";"7";"6";"22";"13";"9";"0";"18";"13";"4";"2";"2"
"107";"WK035802  ";"Aalsmeer                      ";"Wijk    ";"WK035802  ";"1";"9924";"286";"228";"194";"37";"10";"32";"2";"38";"56";"19";"34";"32";"28";"14";"14";"4";"26";"15";"8";"3";"29";"23";"4";"3";"3"
"108";"BU03580200";"Aalsmeer                      ";"Buurt   ";"BU03580200";"1";"988";"33";"24";"21";"1";"3";"4";"0";"5";"4";"4";"3";"3";"3";"1";"2";"0";"6";"3";"3";"0";"33";"24";"5";"3";"6"
"109";"BU03580201";"Aalsmeer                      ";"Buurt   ";"BU03580201";"1";"770";"51";"41";"37";"6";"1";"5";"1";"9";"11";"4";"4";"8";"5";"3";"2";"3";"2";"2";"0";"0";"66";"53";"12";"6";"3"
"110";"BU03580205";"Aalsmeer                      ";"Buurt   ";"BU03580205";"1";"7762";"184";"149";"123";"28";"3";"22";"1";"21";"40";"8";"26";"19";"18";"9";"9";"1";"16";"8";"5";"3";"24";"19";"3";"2";"2"
"111";"BU03580206";"Aalsmeer                      ";"Buurt   ";"BU03580206";"1";"404";"18";"14";"13";"2";"3";"1";"0";"3";"1";"3";"1";"2";"2";"1";"1";"0";"2";"2";"0";"0";"45";"35";"7";"5";"5"
"112";"GM0197    ";"Aalten                        ";"Gemeente";"GM0197    ";;"27047";"393";"287";"194";"35";"16";"14";"1";"54";"30";"44";"93";"65";"53";"16";"37";"12";"41";"21";"13";"7";"15";"11";"2";"2";"2"
"113";"WK019701  ";"Aalten                        ";"Wijk    ";"WK019701  ";"1";"4143";"64";"53";"33";"1";"6";"3";"0";"14";"3";"6";"20";"8";"8";"2";"6";"0";"3";"1";"1";"1";"15";"13";"3";"2";"1"
