"ID";"WijkenEnBuurten";"Gemeentenaam_1";"SoortRegio_2";"Codering_3";"Indelingswijziging_4";"AantalInwoners_5";"TotaalVermogenVernielingEnGeweld_6";"TotaalVermogensmisdrijven_7";"TotaalDiefstal_8";"Fietsendiefstal_9";"DiefstalOverigeVervoermiddelen_10";"DiefstalUitVanafVervoermiddelen_11";"ZakkenrollerijStraatroofEnBeroving_12";"TotaalDiefstalUitWoningSchuurED_13";"DiefstalUitNietResidentieleGebouwen_14";"OverigeDiefstalInbraak_15";"OverigeVermogensmisdrijven_16";"TotaalVernielingTegenOpenbareOrde_17";"TotaalVernieling_18";"VernielingAanAuto_19";"OverigeVernieling_20";"OverigeVernielingTegenOpenbareOrde_21";"TotaalGeweldsEnSeksueleMisdrijven_22";"Mishandeling_23";"BedreigingEnStalking_24";"OverigeGeweldsEnSeksueleMisdrijven_25";"TotaalVermogenVernielingEnGeweld_26";"TotaalVermogensmisdrijven_27";"TotaalDiefstalUitWoningSchuurED_28";"VernielingMisdrijfTegenOpenbareOrde_29";"GeweldsEnSeksueleMisdrijven_30"
"51";"BU16801609";"Aa en Hunze                   ";"Buurt   ";"BU16801609";"1";"10";"1";"1";"1";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;
"52";"WK168017  ";"Aa en Hunze                   ";"Wijk    ";"WK168017  ";"1";"5035";"97";"61";"45";"9";"1";"3";"0";"16";"8";"8";"16";"20";"15";"2";"13";"5";"16";"6";"4";"6";"19";"12";"3";"3";"3"
"53";"BU16801700";"Aa en Hunze                   ";"Buurt   ";"BU16801700";"1";"4870";"87";"56";"40";"9";"1";"3";"0";"14";"7";"6";"16";"18";"15";"2";"13";"3";"13";"5";"3";"5";"18";"11";"3";"3";"3"
"54";"BU16801709";"Aa en Hunze                   ";"Buurt   ";"BU16801709";"1";"170";"10";"5";"5";"0";"0";"0";"0";"2";"1";"2";"0";"2";"0";"0";"0";"2";"3";"1";"1";"1";"59";"29";"12";"0";"18"
"55";"WK168018  ";"Aa en Hunze                   ";"Wijk    ";"WK168018  ";"1";"1220";"18";"11";"7";"1";"0";"0";"0";"1";"0";"5";"4";"3";"3";"1";"2";"0";"4";"1";"2";"1";"15";"9";"1";"2";"3"
"56";"BU16801800";"Aa en Hunze                   ";"Buurt   ";"BU16801800";"1";"670";"10";"5";"2";"0";"0";"0";"0";"0";"0";"2";"3";"2";"2";"0";"2";"0";"3";"0";"2";"1";"15";"7";"0";"3";"4"
"57";"BU16801801";"Aa en Hunze                   ";"Buurt   ";"BU16801801";"1";"100";"2";"2";"1";"0";"0";"0";"0";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"20";"20";"0";"0";"0"
"58";"BU16801802";"Aa en Hunze                   ";"Buurt   ";"BU16801802";"1";"250";"1";"1";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"4";"4";"0";"0";"0"
"59";"BU16801809";"Aa en Hunze                   ";"Buurt   ";"BU16801809";"1";"205";"5";"3";"3";"0";"0";"0";"0";"1";"0";"2";"0";"1";"1";"1";"0";"0";"1";"1";"0";"0";"24";"15";"5";"5";"5"
"60";"WK168019  ";"Aa en Hunze                   ";"Wijk    ";"WK168019  ";"1";"4715";"86";"62";"45";"8";"0";"2";"0";"14";"2";"19";"17";"16";"11";"3";"8";"5";"8";"3";"4";"1";"18";"13";"3";"2";"2"
"61";"BU16801900";"Aa en Hunze                   ";"Buurt   ";"BU16801900";"1";"3760";"59";"43";"29";"6";"0";"1";"0";"10";"1";"11";"14";"8";"7";"1";"6";"1";"8";"3";"4";"1";"16";"11";"3";"2";"2"
"62";"BU16801901";"Aa en Hunze                   ";"Buurt   ";"BU16801901";"1";"150";"4";"3";"3";"1";"0";"0";"0";"2";"0";"0";"0";"1";"1";"0";"1";"0";"0";"0";"0";"0";"27";"20";"13";"7";"0"
"63";"BU16801902";"Aa en Hunze                   ";"Buurt   ";"BU16801902";"1";"65";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"64";"BU16801903";"Aa en Hunze                   ";"Buurt   ";"BU16801903";"1";"90";"2";"2";"2";"0";"0";"0";"0";"1";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"22";"22";"11";"0";"0"
"65";"BU16801908";"Aa en Hunze                   ";"Buurt   ";"BU16801908";"1";"510";"17";"12";"9";"1";"0";"1";"0";"0";"0";"7";"3";"5";"2";"2";"0";"3";"0";"0";"0";"0";"33";"24";"0";"4";"0"
"66";"BU16801909";"Aa en Hunze                   ";"Buurt   ";"BU16801909";"1";"150";"4";"2";"2";"0";"0";"0";"0";"1";"1";"0";"0";"2";"1";"0";"1";"1";"0";"0";"0";"0";"27";"13";"7";"7";"0"
"67";"WK168020  ";"Aa en Hunze                   ";"Wijk    ";"WK168020  ";"1";"1175";"16";"12";"9";"1";"0";"0";"0";"2";"1";"5";"3";"1";"1";"0";"1";"0";"3";"0";"1";"2";"14";"10";"2";"1";"3"
"68";"BU16802000";"Aa en Hunze                   ";"Buurt   ";"BU16802000";"1";"635";"8";"7";"5";"1";"0";"0";"0";"0";"1";"3";"2";"0";"0";"0";"0";"0";"1";"0";"0";"1";"13";"11";"0";"0";"2"
"69";"BU16802001";"Aa en Hunze                   ";"Buurt   ";"BU16802001";"1";"190";"2";"2";"2";"0";"0";"0";"0";"1";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"11";"11";"5";"0";"0"
"70";"BU16802008";"Aa en Hunze                   ";"Buurt   ";"BU16802008";"1";"80";"2";"2";"2";"0";"0";"0";"0";"1";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"25";"25";"13";"0";"0"
"71";"BU16802009";"Aa en Hunze                   ";"Buurt   ";"BU16802009";"1";"280";"4";"1";"0";"0";"0";"0";"0";"0";"0";"0";"1";"1";"1";"0";"1";"0";"2";"0";"1";"1";"14";"4";"0";"4";"7"
"72";"WK168021  ";"Aa en Hunze                   ";"Wijk    ";"WK168021  ";"1";"505";"7";"5";"3";"0";"0";"0";"0";"1";"2";"0";"2";"1";"1";"1";"0";"0";"1";"1";"0";"0";"14";"10";"2";"2";"2"
"73";"BU16802100";"Aa en Hunze                   ";"Buurt   ";"BU16802100";"1";"270";"4";"3";"3";"0";"0";"0";"0";"1";"2";"0";"0";"1";"1";"1";"0";"0";"0";"0";"0";"0";"15";"11";"4";"4";"0"
"74";"BU16802101";"Aa en Hunze                   ";"Buurt   ";"BU16802101";"1";"95";"3";"2";"0";"0";"0";"0";"0";"0";"0";"0";"2";"0";"0";"0";"0";"0";"1";"1";"0";"0";"32";"21";"0";"0";"11"
"75";"BU16802109";"Aa en Hunze                   ";"Buurt   ";"BU16802109";"1";"150";;;;;;;;;;;;;;;;;;;;;;;;;
"76";"GM0738    ";"Aalburg                       ";"Gemeente";"GM0738    ";;"13153";"223";"154";"107";"5";"5";"18";"2";"18";"17";"42";"47";"34";"26";"11";"15";"8";"35";"13";"17";"5";"17";"12";"1";"2";"3"
"77";"WK073800  ";"Aalburg                       ";"Wijk    ";"WK073800  ";"1";"6315";"136";"100";"70";"3";"4";"12";"1";"8";"16";"26";"30";"18";"15";"7";"8";"3";"18";"7";"9";"2";"22";"16";"1";"2";"3"
"78";"BU07380000";"Aalburg                       ";"Buurt   ";"BU07380000";"1";"5150";"104";"74";"50";"3";"4";"10";"0";"5";"7";"21";"24";"17";"15";"7";"8";"2";"13";"5";"7";"1";"20";"14";"1";"3";"3"
"79";"BU07380001";"Aalburg                       ";"Buurt   ";"BU07380001";"1";"920";"25";"20";"15";"0";"0";"1";"1";"3";"8";"2";"5";"1";"0";"0";"0";"1";"4";"1";"2";"1";"27";"22";"3";"0";"4"
"80";"BU07380009";"Aalburg                       ";"Buurt   ";"BU07380009";"1";"240";"7";"6";"5";"0";"0";"1";"0";"0";"1";"3";"1";"0";"0";"0";"0";"0";"1";"1";"0";"0";"29";"25";"0";"0";"4"
"81";"WK073801  ";"Aalburg                       ";"Wijk    ";"WK073801  ";"1";"2720";"51";"30";"19";"2";"1";"2";"1";"3";"0";"10";"11";"11";"7";"1";"6";"4";"10";"4";"4";"2";"19";"11";"1";"3";"4"
"82";"BU07380100";"Aalburg                       ";"Buurt   ";"BU07380100";"1";"2620";"45";"24";"15";"2";"1";"2";"1";"2";"0";"7";"9";"11";"7";"1";"6";"4";"10";"4";"4";"2";"17";"9";"1";"3";"4"
"83";"BU07380109";"Aalburg                       ";"Buurt   ";"BU07380109";"1";"100";"6";"6";"4";"0";"0";"0";"0";"1";"0";"3";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"60";"60";"10";"0";"0"
"84";"WK073802  ";"Aalburg                       ";"Wijk    ";"WK073802  ";"1";"1705";"15";"11";"6";"0";"0";"0";"0";"2";"1";"3";"5";"0";"0";"0";"0";"0";"4";"1";"3";"0";"9";"6";"1";"0";"2"
"85";"BU07380200";"Aalburg                       ";"Buurt   ";"BU07380200";"1";"1625";"10";"6";"1";"0";"0";"0";"0";"0";"1";"0";"5";"0";"0";"0";"0";"0";"4";"1";"3";"0";"6";"4";"0";"0";"2"
"86";"BU07380209";"Aalburg                       ";"Buurt   ";"BU07380209";"1";"75";"5";"5";"5";"0";"0";"0";"0";"2";"0";"3";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"67";"67";"27";"0";"0"
"87";"WK073803  ";"Aalburg                       ";"Wijk    ";"WK073803  ";"1";"815";"6";"3";"3";"0";"0";"1";"0";"2";"0";"0";"0";"2";"2";"1";"1";"0";"1";"1";"0";"0";"7";"4";"2";"2";"1"
"88";"BU07380300";"Aalburg                       ";"Buurt   ";"BU07380300";"1";"670";"4";"2";"2";"0";"0";"1";"0";"1";"0";"0";"0";"1";"1";"1";"0";"0";"1";"1";"0";"0";"6";"3";"1";"1";"1"
"89";"BU07380309";"Aalburg                       ";"Buurt   ";"BU07380309";"1";"140";"2";"1";"1";"0";"0";"0";"0";"1";"0";"0";"0";"1";"1";"0";"1";"0";"0";"0";"0";"0";"14";"7";"7";"7";"0"
"90";"WK073804  ";"Aalburg                       ";"Wijk    ";"WK073804  ";"1";"735";"6";"5";"5";"0";"0";"3";"0";"1";"0";"1";"0";"1";"1";"1";"0";"0";"0";"0";"0";"0";"8";"7";"1";"1";"0"
"91";"BU07380400";"Aalburg                       ";"Buurt   ";"BU07380400";"1";"660";"4";"4";"4";"0";"0";"3";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"6";"6";"0";"0";"0"
"92";"BU07380409";"Aalburg                       ";"Buurt   ";"BU07380409";"1";"75";"2";"1";"1";"0";"0";"0";"0";"1";"0";"0";"0";"1";"1";"1";"0";"0";"0";"0";"0";"0";"27";"13";"13";"13";"0"
"93";"WK073805  ";"Aalburg                       ";"Wijk    ";"WK073805  ";"1";"400";"5";"3";"3";"0";"0";"0";"0";"2";"0";"1";"0";"0";"0";"0";"0";"0";"2";"0";"1";"1";"13";"8";"5";"0";"5"
"94";"BU07380500";"Aalburg                       ";"Buurt   ";"BU07380500";"1";"220";"3";"1";"1";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"2";"0";"1";"1";"14";"5";"0";"0";"9"
"95";"BU07380509";"Aalburg                       ";"Buurt   ";"BU07380509";"1";"175";"2";"2";"2";"0";"0";"0";"0";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"11";"11";"11";"0";"0"
"96";"WK073806  ";"Aalburg                       ";"Wijk    ";"WK073806  ";"1";"445";"4";"2";"1";"0";"0";"0";"0";"0";"0";"1";"1";"2";"1";"1";"0";"1";"0";"0";"0";"0";"9";"4";"0";"2";"0"
"97";"BU07380600";"Aalburg                       ";"Buurt   ";"BU07380600";"1";"360";"4";"2";"1";"0";"0";"0";"0";"0";"0";"1";"1";"2";"1";"1";"0";"1";"0";"0";"0";"0";"11";"6";"0";"3";"0"
"98";"BU07380609";"Aalburg                       ";"Buurt   ";"BU07380609";"1";"85";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"99";"GM0358    ";"Aalsmeer                      ";"Gemeente";"GM0358    ";;"31499";"852";"605";"492";"75";"28";"99";"9";"74";"98";"109";"113";"131";"109";"57";"52";"22";"116";"59";"41";"16";"27";"19";"2";"3";"4"
"100";"WK035800  ";"Aalsmeer                      ";"Wijk    ";"WK035800  ";"1";"12380";"446";"323";"279";"49";"17";"59";"6";"35";"66";"47";"44";"70";"60";"33";"27";"10";"53";"28";"15";"10";"36";"26";"3";"5";"4"
"101";"BU03580000";"Aalsmeer                      ";"Buurt   ";"BU03580000";"1";"2535";"114";"90";"84";"12";"9";"14";"3";"9";"23";"14";"6";"14";"12";"3";"9";"2";"10";"8";"1";"1";"45";"36";"4";"5";"4"
"102";"BU03580001";"Aalsmeer                      ";"Buurt   ";"BU03580001";"1";"6400";"179";"127";"106";"22";"6";"13";"1";"23";"23";"18";"21";"33";"30";"18";"12";"3";"19";"7";"9";"3";"28";"20";"4";"5";"3"
"103";"BU03580004";"Aalsmeer                      ";"Buurt   ";"BU03580004";"1";"2540";"127";"84";"68";"14";"2";"18";"2";"2";"19";"11";"16";"21";"17";"12";"5";"4";"22";"12";"4";"6";"50";"33";"1";"7";"9"
"104";"BU03580005";"Aalsmeer                      ";"Buurt   ";"BU03580005";"1";"890";"26";"22";"21";"1";"0";"14";"0";"1";"1";"4";"1";"2";"1";"0";"1";"1";"2";"1";"1";"0";"29";"25";"1";"1";"2"
"105";"WK035801  ";"Aalsmeer                      ";"Wijk    ";"WK035801  ";"1";"9220";"145";"98";"67";"7";"4";"12";"0";"14";"4";"26";"31";"20";"16";"10";"6";"4";"27";"16";"8";"3";"16";"11";"2";"2";"3"
"106";"BU03580100";"Aalsmeer                      ";"Buurt   ";"BU03580100";"1";"9220";"145";"98";"67";"7";"4";"12";"0";"14";"4";"26";"31";"20";"16";"10";"6";"4";"27";"16";"8";"3";"16";"11";"2";"2";"3"
"107";"WK035802  ";"Aalsmeer                      ";"Wijk    ";"WK035802  ";"1";"9895";"261";"184";"146";"19";"7";"28";"3";"25";"28";"36";"38";"41";"33";"14";"19";"8";"36";"15";"18";"3";"26";"19";"3";"3";"4"
"108";"BU03580200";"Aalsmeer                      ";"Buurt   ";"BU03580200";"1";"980";"36";"29";"21";"1";"3";"8";"0";"2";"2";"5";"8";"4";"3";"1";"2";"1";"3";"0";"2";"1";"37";"30";"2";"3";"3"
"109";"BU03580201";"Aalsmeer                      ";"Buurt   ";"BU03580201";"1";"760";"39";"22";"22";"1";"1";"4";"1";"5";"6";"4";"0";"9";"7";"5";"2";"2";"8";"6";"1";"1";"51";"29";"7";"9";"11"
"110";"BU03580205";"Aalsmeer                      ";"Buurt   ";"BU03580205";"1";"7750";"169";"121";"91";"17";"2";"15";"2";"16";"19";"20";"30";"26";"21";"8";"13";"5";"22";"7";"14";"1";"22";"16";"2";"3";"3"
"111";"BU03580206";"Aalsmeer                      ";"Buurt   ";"BU03580206";"1";"400";"17";"12";"12";"0";"1";"1";"0";"2";"1";"7";"0";"2";"2";"0";"2";"0";"3";"2";"1";"0";"43";"30";"5";"5";"8"
