"ID";"WijkenEnBuurten";"Gemeentenaam_1";"SoortRegio_2";"Codering_3";"Indelingswijziging_4";"AantalInwoners_5";"TotaalVermogenVernielingEnGeweld_6";"TotaalVermogensmisdrijven_7";"TotaalDiefstal_8";"Fietsendiefstal_9";"DiefstalOverigeVervoermiddelen_10";"DiefstalUitVanafVervoermiddelen_11";"ZakkenrollerijStraatroofEnBeroving_12";"TotaalDiefstalUitWoningSchuurED_13";"DiefstalUitNietResidentieleGebouwen_14";"OverigeDiefstalInbraak_15";"OverigeVermogensmisdrijven_16";"TotaalVernielingTegenOpenbareOrde_17";"TotaalVernieling_18";"VernielingAanAuto_19";"OverigeVernieling_20";"OverigeVernielingTegenOpenbareOrde_21";"TotaalGeweldsEnSeksueleMisdrijven_22";"Mishandeling_23";"BedreigingEnStalking_24";"OverigeGeweldsEnSeksueleMisdrijven_25";"TotaalVermogenVernielingEnGeweld_26";"TotaalVermogensmisdrijven_27";"TotaalDiefstalUitWoningSchuurED_28";"VernielingMisdrijfTegenOpenbareOrde_29";"GeweldsEnSeksueleMisdrijven_30"
"758";"BU03072501";"Amersfoort                    ";"Buurt   ";"BU03072501";"1";"0";"21";"20";"18";"1";"1";"2";"0";;"8";;"2";"1";"1";"0";"1";"0";"0";"0";"0";"0";;;;;
"759";"BU03072502";"Amersfoort                    ";"Buurt   ";"BU03072502";"1";"20";"10";"7";"7";"0";"1";"1";"0";"1";"1";"3";"0";"0";"0";"0";"0";"0";"3";"2";"1";"0";;;;;
"760";"BU03072503";"Amersfoort                    ";"Buurt   ";"BU03072503";"1";"45";"7";"6";"5";"0";"0";"0";"0";"1";"2";"2";"1";"1";"1";"0";"1";"0";"0";"0";"0";"0";;;;;
"761";"BU03072504";"Amersfoort                    ";"Buurt   ";"BU03072504";"1";"70";"4";"3";"3";"0";"0";"1";"0";"1";"0";"1";"0";"1";"0";"0";"0";"1";"0";"0";"0";"0";"57";"43";"14";"0";"0"
"762";"BU03072505";"Amersfoort                    ";"Buurt   ";"BU03072505";"1";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"1";"0";"1";"0";"0";"0";"0";"0";;;;;
"763";"BU03072506";"Amersfoort                    ";"Buurt   ";"BU03072506";"1";"5";"9";"9";"9";"0";"0";"5";"1";"0";"0";"3";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;
"764";"BU03072507";"Amersfoort                    ";"Buurt   ";"BU03072507";"1";"0";"22";"21";"21";"1";"0";"7";"2";"0";"5";"6";"0";"0";"0";"0";"0";"0";"1";"0";"1";"0";;;;;
"765";"BU03072508";"Amersfoort                    ";"Buurt   ";"BU03072508";"1";"0";"19";"18";"17";"0";"1";"2";"0";"0";"6";"8";"1";"1";"1";"1";"0";"0";"0";"0";"0";"0";;;;;
"766";"WK030726  ";"Amersfoort                    ";"Wijk    ";"WK030726  ";"1";"4710";"98";"70";"58";"4";"4";"26";"0";"15";"1";"8";"12";"19";"13";"4";"9";"6";"9";"8";"0";"1";"21";"15";"3";"3";"2"
"767";"BU03072600";"Amersfoort                    ";"Buurt   ";"BU03072600";"1";"1495";"29";"18";"15";"2";"0";"5";"0";"4";"1";"3";"3";"8";"5";"2";"3";"3";"3";"3";"0";"0";"19";"12";"3";"3";"2"
"768";"BU03072601";"Amersfoort                    ";"Buurt   ";"BU03072601";"1";"2085";"42";"33";"29";"1";"3";"16";"0";"5";"0";"4";"4";"8";"7";"2";"5";"1";"1";"0";"0";"1";"20";"16";"2";"3";"0"
"769";"BU03072602";"Amersfoort                    ";"Buurt   ";"BU03072602";"1";"825";"16";"13";"11";"1";"1";"4";"0";"4";"0";"1";"2";"3";"1";"0";"1";"2";"0";"0";"0";"0";"19";"16";"5";"1";"0"
"770";"BU03072603";"Amersfoort                    ";"Buurt   ";"BU03072603";"1";"300";"11";"6";"3";"0";"0";"1";"0";"2";"0";"0";"3";"0";"0";"0";"0";"0";"5";"5";"0";"0";"37";"20";"7";"0";"17"
"771";"WK030727  ";"Amersfoort                    ";"Wijk    ";"WK030727  ";"1";"510";"47";"33";"29";"12";"2";"4";"1";"0";"2";"8";"4";"8";"3";"2";"1";"5";"6";"3";"3";"0";"92";"65";"0";"6";"12"
"772";"BU03072700";"Amersfoort                    ";"Buurt   ";"BU03072700";"1";"105";"6";"3";"1";"1";"0";"0";"0";"0";"0";"0";"2";"2";"0";"0";"0";"2";"1";"1";"0";"0";"57";"29";"0";"0";"10"
"773";"BU03072701";"Amersfoort                    ";"Buurt   ";"BU03072701";"1";"365";"7";"5";"5";"0";"1";"1";"0";"0";"2";"1";"0";"1";"0";"0";"0";"1";"1";"1";"0";"0";"19";"14";"0";"0";"3"
"774";"BU03072709";"Amersfoort                    ";"Buurt   ";"BU03072709";"1";"40";"34";"25";"23";"11";"1";"3";"1";"0";"0";"7";"2";"5";"3";"2";"1";"2";"4";"1";"3";"0";;;;;
"775";"WK030728  ";"Amersfoort                    ";"Wijk    ";"WK030728  ";"1";"6905";"188";"154";"115";"8";"8";"42";"0";"46";"2";"9";"39";"23";"15";"7";"8";"8";"11";"5";"3";"3";"27";"22";"7";"2";"2"
"776";"BU03072800";"Amersfoort                    ";"Buurt   ";"BU03072800";"1";"2005";"37";"32";"28";"1";"2";"13";"0";"10";"0";"2";"4";"5";"3";"3";"0";"2";"0";"0";"0";"0";"18";"16";"5";"1";"0"
"777";"BU03072801";"Amersfoort                    ";"Buurt   ";"BU03072801";"1";"905";"29";"26";"19";"0";"1";"6";"0";"10";"1";"1";"7";"3";"0";"0";"0";"3";"0";"0";"0";"0";"32";"29";"11";"0";"0"
"778";"BU03072802";"Amersfoort                    ";"Buurt   ";"BU03072802";"1";"2220";"76";"66";"55";"7";"5";"20";"0";"20";"0";"3";"11";"6";"3";"0";"3";"3";"4";"1";"1";"2";"34";"30";"9";"1";"2"
"779";"BU03072803";"Amersfoort                    ";"Buurt   ";"BU03072803";"1";"1165";"21";"15";"6";"0";"0";"1";"0";"4";"0";"1";"9";"3";"3";"2";"1";"0";"3";"1";"2";"0";"18";"13";"3";"3";"3"
"780";"BU03072804";"Amersfoort                    ";"Buurt   ";"BU03072804";"1";"600";"16";"11";"5";"0";"0";"2";"0";"2";"0";"1";"6";"3";"3";"1";"2";"0";"2";"2";"0";"0";"27";"18";"3";"5";"3"
"781";"BU03072805";"Amersfoort                    ";"Buurt   ";"BU03072805";"1";"0";"9";"4";"2";"0";"0";"0";"0";"0";"1";"1";"2";"3";"3";"1";"2";"0";"2";"1";"0";"1";;;;;
"782";"BU03072806";"Amersfoort                    ";"Buurt   ";"BU03072806";"1";"0";;;;;;;;;;;;;;;;;;;;;;;;;
"783";"WK030729  ";"Amersfoort                    ";"Wijk    ";"WK030729  ";"1";"3600";"134";"112";"93";"28";"5";"19";"3";"16";"17";"5";"19";"12";"10";"9";"1";"2";"10";"9";"0";"1";"37";"31";"4";"3";"3"
"784";"BU03072900";"Amersfoort                    ";"Buurt   ";"BU03072900";"1";"2000";"41";"35";"28";"5";"1";"9";"0";"13";"0";"0";"7";"3";"3";"3";"0";"0";"3";"3";"0";"0";"21";"18";"7";"2";"2"
"785";"BU03072901";"Amersfoort                    ";"Buurt   ";"BU03072901";"1";"410";"75";"62";"58";"23";"4";"6";"3";"0";"17";"5";"4";"7";"5";"4";"1";"2";"6";"5";"0";"1";"183";"151";"0";"12";"15"
"786";"BU03072902";"Amersfoort                    ";"Buurt   ";"BU03072902";"1";"1185";"18";"15";"7";"0";"0";"4";"0";"3";"0";"0";"8";"2";"2";"2";"0";"0";"1";"1";"0";"0";"15";"13";"3";"2";"1"
"787";"WK030730  ";"Amersfoort                    ";"Wijk    ";"WK030730  ";"1";"3700";"60";"46";"25";"2";"1";"14";"0";"6";"0";"2";"21";"5";"3";"1";"2";"2";"9";"5";"3";"1";"16";"12";"2";"1";"2"
"788";"BU03073000";"Amersfoort                    ";"Buurt   ";"BU03073000";"1";"1565";"25";"19";"8";"0";"1";"3";"0";"4";"0";"0";"11";"4";"3";"1";"2";"1";"2";"1";"0";"1";"16";"12";"3";"2";"1"
"789";"BU03073001";"Amersfoort                    ";"Buurt   ";"BU03073001";"1";"2135";"35";"27";"17";"2";"0";"11";"0";"2";"0";"2";"10";"1";"0";"0";"0";"1";"7";"4";"3";"0";"16";"13";"1";"0";"3"
"790";"WK030731  ";"Amersfoort                    ";"Wijk    ";"WK030731  ";"1";"6430";"108";"85";"49";"5";"2";"20";"0";"12";"2";"8";"36";"13";"11";"5";"6";"2";"10";"7";"1";"2";"17";"13";"2";"2";"2"
"791";"BU03073100";"Amersfoort                    ";"Buurt   ";"BU03073100";"1";"0";"3";"1";"1";"0";"0";"1";"0";"0";;;"0";"1";"1";"0";"1";"0";"1";"1";"0";"0";;;;;
"792";"BU03073101";"Amersfoort                    ";"Buurt   ";"BU03073101";"1";"2610";"42";"38";"21";"3";"0";"11";"0";"4";"0";"3";"17";"2";"2";"2";"0";"0";"2";"2";"0";"0";"16";"15";"2";"1";"1"
"793";"BU03073102";"Amersfoort                    ";"Buurt   ";"BU03073102";"1";"1615";"22";"19";"10";"0";"2";"3";"0";"4";"0";"1";"9";"2";"2";"1";"1";"0";"1";"0";"0";"1";"14";"12";"2";"1";"1"
"794";"BU03073103";"Amersfoort                    ";"Buurt   ";"BU03073103";"1";"2155";"38";"25";"15";"2";"0";"5";"0";"3";"1";"4";"10";"7";"5";"1";"4";"2";"6";"4";"1";"1";"18";"12";"1";"2";"3"
"795";"BU03073104";"Amersfoort                    ";"Buurt   ";"BU03073104";"1";"0";;;;;;;;;;;;;;;;;;;;;;;;;
"796";"BU03073108";"Amersfoort                    ";"Buurt   ";"BU03073108";"1";"45";"3";"2";"2";"0";"0";"0";"0";"1";;;"0";"1";"1";"1";"0";"0";"0";"0";"0";"0";;;;;
"797";"GM0362    ";"Amstelveen                    ";"Gemeente";"GM0362    ";;"89870";"3259";"2574";"2140";"246";"151";"513";"134";"456";"278";"362";"434";"371";"296";"178";"118";"75";"314";"144";"120";"50";"36";"29";"5";"3";"3"
"798";"WK036201  ";"Amstelveen                    ";"Wijk    ";"WK036201  ";"1";"5900";"194";"168";"150";"41";"13";"26";"13";"33";"7";"17";"18";"15";"12";"8";"4";"3";"11";"3";"5";"3";"33";"28";"6";"2";"2"
"799";"BU03620101";"Amstelveen                    ";"Buurt   ";"BU03620101";"1";"2225";"66";"54";"46";"6";"4";"9";"6";"9";"3";"9";"8";"6";"5";"3";"2";"1";"6";"2";"3";"1";"30";"24";"4";"2";"3"
"800";"BU03620102";"Amstelveen                    ";"Buurt   ";"BU03620102";"1";"3675";"128";"114";"104";"35";"9";"17";"7";"24";"4";"8";"10";"9";"7";"5";"2";"2";"5";"1";"2";"2";"35";"31";"7";"2";"1"
"801";"WK036202  ";"Amstelveen                    ";"Wijk    ";"WK036202  ";"1";"3120";"113";"82";"63";"5";"4";"8";"4";"13";"20";"9";"19";"17";"12";"9";"3";"5";"14";"7";"5";"2";"36";"26";"4";"4";"4"
"802";"BU03620201";"Amstelveen                    ";"Buurt   ";"BU03620201";"1";"880";"26";"17";"12";"1";"0";"1";"0";"4";"3";"3";"5";"7";"7";"6";"1";"0";"2";"1";"1";"0";"30";"19";"5";"8";"2"
"803";"BU03620202";"Amstelveen                    ";"Buurt   ";"BU03620202";"1";"2240";"87";"65";"51";"4";"4";"7";"4";"9";"17";"6";"14";"10";"5";"3";"2";"5";"12";"6";"4";"2";"39";"29";"4";"2";"5"
"804";"WK036203  ";"Amstelveen                    ";"Wijk    ";"WK036203  ";"1";"11205";"272";"198";"157";"18";"11";"31";"3";"70";"4";"20";"41";"49";"40";"23";"17";"9";"25";"11";"11";"3";"24";"18";"6";"4";"2"
"805";"BU03620301";"Amstelveen                    ";"Buurt   ";"BU03620301";"1";"3455";"63";"47";"35";"0";"2";"13";"1";"15";"1";"3";"12";"9";"8";"4";"4";"1";"7";"4";"1";"2";"18";"14";"4";"2";"2"
"806";"BU03620302";"Amstelveen                    ";"Buurt   ";"BU03620302";"1";"2350";"43";"31";"24";"6";"0";"4";"0";"11";"1";"2";"7";"9";"6";"4";"2";"3";"3";"2";"1";"0";"18";"13";"5";"3";"1"
"807";"BU03620303";"Amstelveen                    ";"Buurt   ";"BU03620303";"1";"1665";"52";"38";"32";"3";"3";"5";"0";"15";"1";"5";"6";"13";"12";"7";"5";"1";"1";"0";"1";"0";"31";"23";"9";"7";"1"
"808";"BU03620304";"Amstelveen                    ";"Buurt   ";"BU03620304";"1";"3730";"114";"82";"66";"9";"6";"9";"2";"29";"1";"10";"16";"18";"14";"8";"6";"4";"14";"5";"8";"1";"31";"22";"8";"4";"4"
"809";"WK036204  ";"Amstelveen                    ";"Wijk    ";"WK036204  ";"1";"3020";"435";"376";"342";"36";"5";"131";"39";"9";"88";"34";"34";"30";"20";"10";"10";"10";"29";"18";"8";"3";"144";"125";"3";"7";"10"
"810";"BU03620401";"Amstelveen                    ";"Buurt   ";"BU03620401";"1";"3020";"435";"376";"342";"36";"5";"131";"39";"9";"88";"34";"34";"30";"20";"10";"10";"10";"29";"18";"8";"3";"144";"125";"3";"7";"10"
"811";"WK036205  ";"Amstelveen                    ";"Wijk    ";"WK036205  ";"1";"3505";"120";"98";"73";"6";"19";"21";"2";"5";"5";"15";"25";"10";"7";"1";"6";"3";"12";"3";"3";"6";"34";"28";"1";"2";"3"
"812";"BU03620501";"Amstelveen                    ";"Buurt   ";"BU03620501";"1";"3485";"97";"78";"56";"6";"14";"13";"2";"5";"4";"12";"22";"8";"5";"0";"5";"3";"11";"3";"2";"6";"28";"22";"1";"1";"3"
"813";"BU03620502";"Amstelveen                    ";"Buurt   ";"BU03620502";"1";"15";"23";"20";"17";"0";"5";"8";"0";"0";"1";"3";"3";"2";"2";"1";"1";"0";"1";"0";"1";"0";;;;;
"814";"WK036206  ";"Amstelveen                    ";"Wijk    ";"WK036206  ";"1";"9830";"281";"205";"154";"17";"14";"17";"7";"54";"15";"30";"51";"49";"42";"27";"15";"7";"27";"12";"12";"3";"29";"21";"5";"4";"3"
"815";"BU03620601";"Amstelveen                    ";"Buurt   ";"BU03620601";"1";"2930";"66";"45";"29";"3";"1";"3";"0";"7";"4";"11";"16";"15";"13";"7";"6";"2";"6";"0";"5";"1";"23";"15";"2";"4";"2"
"816";"BU03620602";"Amstelveen                    ";"Buurt   ";"BU03620602";"1";"1995";"47";"44";"36";"5";"2";"4";"0";"18";"2";"5";"8";"2";"2";"2";"0";"0";"1";"0";"1";"0";"24";"22";"9";"1";"1"
"817";"BU03620603";"Amstelveen                    ";"Buurt   ";"BU03620603";"1";"2645";"85";"66";"52";"7";"5";"5";"2";"20";"3";"10";"14";"9";"7";"2";"5";"2";"10";"8";"2";"0";"32";"25";"8";"3";"4"
"818";"BU03620604";"Amstelveen                    ";"Buurt   ";"BU03620604";"1";"2255";"83";"50";"37";"2";"6";"5";"5";"9";"6";"4";"13";"23";"20";"16";"4";"3";"10";"4";"4";"2";"37";"22";"4";"9";"4"
"819";"WK036207  ";"Amstelveen                    ";"Wijk    ";"WK036207  ";"1";"815";"101";"80";"78";"2";"4";"42";"0";"15";"8";"7";"2";"13";"11";"8";"3";"2";"8";"1";"4";"3";"124";"98";"18";"13";"10"
"820";"BU03620701";"Amstelveen                    ";"Buurt   ";"BU03620701";"1";"360";"57";"39";"37";"2";"4";"16";"0";"5";"5";"5";"2";"12";"10";"8";"2";"2";"6";"1";"3";"2";"158";"108";"14";"28";"17"
"821";"BU03620702";"Amstelveen                    ";"Buurt   ";"BU03620702";"1";"450";"44";"41";"41";"0";"0";"26";"0";"10";"3";"2";"0";"1";"1";"0";"1";"0";"2";"0";"1";"1";"98";"91";"22";"2";"4"
"822";"WK036208  ";"Amstelveen                    ";"Wijk    ";"WK036208  ";"1";"11830";"454";"359";"273";"47";"18";"68";"9";"48";"45";"38";"86";"52";"46";"30";"16";"6";"43";"20";"18";"5";"38";"30";"4";"4";"4"
"823";"BU03620801";"Amstelveen                    ";"Buurt   ";"BU03620801";"1";"635";"34";"21";"12";"2";"0";"9";"1";"0";"0";"0";"9";"5";"4";"4";"0";"1";"8";"3";"4";"1";"54";"33";"0";"6";"13"
"824";"BU03620802";"Amstelveen                    ";"Buurt   ";"BU03620802";"1";"2230";"74";"66";"57";"18";"1";"19";"1";"9";"4";"5";"9";"1";"1";"1";"0";"0";"7";"5";"1";"1";"33";"30";"4";"0";"3"
"825";"BU03620803";"Amstelveen                    ";"Buurt   ";"BU03620803";"1";"2150";"52";"41";"24";"4";"2";"5";"0";"8";"0";"5";"17";"8";"7";"5";"2";"1";"3";"1";"1";"1";"24";"19";"4";"3";"1"
"826";"BU03620804";"Amstelveen                    ";"Buurt   ";"BU03620804";"1";"3365";"106";"81";"56";"5";"6";"14";"0";"14";"8";"9";"25";"18";"16";"11";"5";"2";"7";"2";"4";"1";"32";"24";"4";"5";"2"
"827";"BU03620805";"Amstelveen                    ";"Buurt   ";"BU03620805";"1";"2935";"119";"94";"75";"14";"4";"14";"3";"12";"24";"4";"19";"11";"11";"6";"5";"0";"14";"6";"7";"1";"41";"32";"4";"4";"5"
"828";"BU03620806";"Amstelveen                    ";"Buurt   ";"BU03620806";"1";"515";"69";"56";"49";"4";"5";"7";"4";"5";"9";"15";"7";"9";"7";"3";"4";"2";"4";"3";"1";"0";"134";"109";"10";"14";"8"
"829";"WK036209  ";"Amstelveen                    ";"Wijk    ";"WK036209  ";"1";"7845";"242";"183";"152";"15";"18";"22";"7";"48";"21";"21";"31";"29";"23";"13";"10";"6";"30";"15";"14";"1";"31";"23";"6";"3";"4"
"830";"BU03620901";"Amstelveen                    ";"Buurt   ";"BU03620901";"1";"1140";"53";"36";"34";"8";"3";"6";"0";"7";"2";"8";"2";"12";"10";"5";"5";"2";"5";"3";"2";"0";"46";"32";"6";"9";"4"
"831";"BU03620902";"Amstelveen                    ";"Buurt   ";"BU03620902";"1";"1550";"35";"25";"15";"2";"0";"1";"1";"8";"1";"2";"10";"3";"1";"1";"0";"2";"7";"4";"3";"0";"23";"16";"5";"1";"5"
"832";"BU03620903";"Amstelveen                    ";"Buurt   ";"BU03620903";"1";"1070";"16";"14";"11";"0";"2";"3";"0";"4";"0";"2";"3";"1";"1";"1";"0";"0";"1";"1";"0";"0";"15";"13";"4";"1";"1"
"833";"BU03620904";"Amstelveen                    ";"Buurt   ";"BU03620904";"1";"2145";"59";"42";"34";"2";"6";"7";"0";"17";"0";"2";"8";"8";"8";"6";"2";"0";"9";"2";"6";"1";"28";"20";"8";"4";"4"
"834";"BU03620905";"Amstelveen                    ";"Buurt   ";"BU03620905";"1";"1930";"79";"66";"58";"3";"7";"5";"6";"12";"18";"7";"8";"5";"3";"0";"3";"2";"8";"5";"3";"0";"41";"34";"6";"2";"4"
"835";"WK036210  ";"Amstelveen                    ";"Wijk    ";"WK036210  ";"1";"13190";"292";"201";"152";"13";"14";"29";"3";"71";"9";"13";"49";"39";"33";"18";"15";"6";"52";"21";"17";"14";"22";"15";"5";"3";"4"
"836";"BU03621001";"Amstelveen                    ";"Buurt   ";"BU03621001";"1";"1585";"35";"27";"25";"0";"3";"5";"3";"8";"2";"4";"2";"3";"3";"3";"0";"0";"5";"2";"1";"2";"22";"17";"5";"2";"3"
"837";"BU03621002";"Amstelveen                    ";"Buurt   ";"BU03621002";"1";"2610";"88";"50";"37";"7";"5";"6";"0";"14";"3";"2";"13";"12";"9";"2";"7";"3";"26";"8";"11";"7";"34";"19";"5";"3";"10"
"838";"BU03621003";"Amstelveen                    ";"Buurt   ";"BU03621003";"1";"2760";"42";"30";"18";"1";"2";"5";"0";"8";"0";"2";"12";"7";"6";"3";"3";"1";"5";"2";"2";"1";"15";"11";"3";"2";"2"
"839";"BU03621004";"Amstelveen                    ";"Buurt   ";"BU03621004";"1";"2875";"53";"42";"29";"3";"0";"4";"0";"17";"1";"4";"13";"6";"5";"4";"1";"1";"5";"5";"0";"0";"18";"15";"6";"2";"2"
"840";"BU03621005";"Amstelveen                    ";"Buurt   ";"BU03621005";"1";"3350";"74";"52";"43";"2";"4";"9";"0";"24";"3";"1";"9";"11";"10";"6";"4";"1";"11";"4";"3";"4";"22";"16";"7";"3";"3"
"841";"WK036211  ";"Amstelveen                    ";"Wijk    ";"WK036211  ";"1";"10605";"290";"226";"191";"26";"9";"31";"10";"54";"38";"23";"35";"36";"26";"15";"11";"10";"28";"16";"7";"5";"27";"21";"5";"2";"3"
"842";"BU03621101";"Amstelveen                    ";"Buurt   ";"BU03621101";"1";"3050";"108";"78";"68";"7";"4";"11";"6";"9";"21";"10";"10";"14";"12";"6";"6";"2";"16";"11";"3";"2";"35";"26";"3";"4";"5"
"843";"BU03621102";"Amstelveen                    ";"Buurt   ";"BU03621102";"1";"1375";"29";"24";"17";"1";"1";"2";"1";"7";"1";"4";"7";"3";"2";"0";"2";"1";"2";"1";"1";"0";"21";"17";"5";"1";"1"
"844";"BU03621103";"Amstelveen                    ";"Buurt   ";"BU03621103";"1";"1720";"34";"28";"24";"2";"1";"3";"1";"16";"0";"1";"4";"2";"2";"2";"0";"0";"4";"2";"0";"2";"20";"16";"9";"1";"2"
"845";"BU03621104";"Amstelveen                    ";"Buurt   ";"BU03621104";"1";"30";"31";"27";"23";"5";"1";"4";"0";"0";"10";"3";"4";"4";"3";"2";"1";"1";"0";"0";"0";"0";;;;;
"846";"BU03621105";"Amstelveen                    ";"Buurt   ";"BU03621105";"1";"2055";"31";"25";"19";"2";"1";"5";"0";"10";"0";"1";"6";"4";"1";"1";"0";"3";"2";"0";"2";"0";"15";"12";"5";"0";"1"
"847";"BU03621106";"Amstelveen                    ";"Buurt   ";"BU03621106";"1";"2370";"57";"44";"40";"9";"1";"6";"2";"12";"6";"4";"4";"9";"6";"4";"2";"3";"4";"2";"1";"1";"24";"19";"5";"3";"2"
"848";"WK036212  ";"Amstelveen                    ";"Wijk    ";"WK036212  ";"1";"7635";"163";"123";"92";"9";"15";"23";"1";"29";"7";"8";"31";"21";"15";"11";"4";"6";"19";"8";"10";"1";"21";"16";"4";"2";"2"
"849";"BU03621201";"Amstelveen                    ";"Buurt   ";"BU03621201";"1";"2955";"61";"46";"32";"3";"6";"9";"0";"12";"0";"2";"14";"9";"7";"5";"2";"2";"6";"4";"2";"0";"21";"16";"4";"2";"2"
"850";"BU03621202";"Amstelveen                    ";"Buurt   ";"BU03621202";"1";"2175";"33";"22";"18";"2";"3";"4";"0";"8";"0";"1";"4";"7";"6";"5";"1";"1";"4";"0";"4";"0";"15";"10";"4";"3";"2"
"851";"BU03621203";"Amstelveen                    ";"Buurt   ";"BU03621203";"1";"2460";"67";"53";"40";"4";"6";"9";"1";"9";"6";"5";"13";"5";"2";"1";"1";"3";"9";"4";"4";"1";"27";"22";"4";"1";"4"
"852";"BU03621204";"Amstelveen                    ";"Buurt   ";"BU03621204";"1";"40";"2";"2";"2";"0";"0";"1";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;
"853";"WK036213  ";"Amstelveen                    ";"Wijk    ";"WK036213  ";"1";"1225";"127";"116";"109";"2";"3";"27";"2";"4";"6";"65";"7";"5";"5";"2";"3";"0";"6";"2";"4";"0";"104";"95";"3";"4";"5"
"854";"BU03621301";"Amstelveen                    ";"Buurt   ";"BU03621301";"1";"985";"54";"48";"42";"2";"2";"24";"1";"2";"4";"7";"6";"4";"4";"2";"2";"0";"2";"0";"2";"0";"55";"49";"2";"4";"2"
"855";"BU03621302";"Amstelveen                    ";"Buurt   ";"BU03621302";"1";"240";"73";"68";"67";"0";"1";"3";"1";"2";"2";"58";"1";"1";"1";"0";"1";"0";"4";"2";"2";"0";"304";"283";"8";"4";"17"
"856";"WK036214  ";"Amstelveen                    ";"Wijk    ";"WK036214  ";"1";"120";"175";"159";"154";"9";"4";"37";"34";"3";"5";"62";"5";"6";"4";"3";"1";"2";"10";"7";"2";"1";"1458";"1325";"25";"33";"83"
"857";"BU03621401";"Amstelveen                    ";"Buurt   ";"BU03621401";"1";"110";"134";"122";"119";"7";"3";"34";"9";"2";"4";"60";"3";"4";"3";"2";"1";"1";"8";"5";"2";"1";"1218";"1109";"18";"27";"73"
"858";"BU03621402";"Amstelveen                    ";"Buurt   ";"BU03621402";"1";"10";"41";"37";"35";"2";"1";"3";"25";"1";"1";"2";"2";"2";"1";"1";"0";"1";"2";"2";"0";"0";;;;;
"859";"GM0363    ";"Amsterdam                     ";"Gemeente";"GM0363    ";;"854047";"71295";"56926";"50984";"8798";"4668";"9208";"6795";"4249";"7880";"9386";"5942";"6880";"4223";"1655";"2568";"2657";"7489";"3935";"2537";"1017";"83";"67";"5";"5";"9"
"860";"WK036300  ";"Amsterdam                     ";"Wijk    ";"WK036300  ";"1";"4305";"3387";"2578";"2455";"145";"36";"225";"959";"13";"366";"711";"123";"576";"108";"21";"87";"468";"233";"138";"69";"26";"787";"599";"3";"25";"54"
"861";"BU03630000";"Amsterdam                     ";"Buurt   ";"BU03630000";"1";"1030";"523";"361";"352";"25";"8";"7";"135";"1";"24";"152";"9";"117";"22";"4";"18";"95";"45";"28";"10";"7";"508";"350";"1";"21";"44"
"862";"BU03630001";"Amsterdam                     ";"Buurt   ";"BU03630001";"1";"690";"1606";"1323";"1279";"41";"13";"183";"519";"3";"221";"299";"44";"214";"29";"8";"21";"185";"69";"37";"26";"6";"2328";"1917";"4";"42";"100"
"863";"BU03630002";"Amsterdam                     ";"Buurt   ";"BU03630002";"1";"1590";"708";"442";"401";"17";"8";"6";"186";"5";"35";"144";"41";"182";"33";"2";"31";"149";"84";"54";"22";"8";"445";"278";"3";"21";"53"
"864";"BU03630003";"Amsterdam                     ";"Buurt   ";"BU03630003";"1";"360";"371";"322";"307";"47";"5";"8";"89";"0";"76";"82";"15";"30";"11";"1";"10";"19";"19";"10";"7";"2";"1031";"894";"0";"31";"53"
"865";"BU03630004";"Amsterdam                     ";"Buurt   ";"BU03630004";"1";"630";"179";"130";"116";"15";"2";"21";"30";"4";"10";"34";"14";"33";"13";"6";"7";"20";"16";"9";"4";"3";"284";"206";"6";"21";"25"
"866";"WK036301  ";"Amsterdam                     ";"Wijk    ";"WK036301  ";"1";"3930";"6395";"5539";"5312";"537";"62";"345";"1345";"25";"1481";"1517";"227";"480";"130";"18";"112";"350";"376";"219";"101";"56";"1627";"1409";"6";"33";"96"
"867";"BU03630100";"Amsterdam                     ";"Buurt   ";"BU03630100";"1";"5";"2376";"2069";"2000";"348";"25";"41";"575";"0";"285";"726";"69";"164";"30";"3";"27";"134";"143";"80";"45";"18";;;;;
"868";"BU03630101";"Amsterdam                     ";"Buurt   ";"BU03630101";"1";"535";"387";"278";"257";"31";"5";"50";"58";"4";"40";"69";"21";"59";"20";"3";"17";"39";"50";"28";"14";"8";"723";"520";"7";"37";"93"
"869";"BU03630102";"Amsterdam                     ";"Buurt   ";"BU03630102";"1";"450";"618";"510";"476";"20";"3";"115";"143";"5";"68";"122";"34";"65";"21";"5";"16";"44";"43";"22";"10";"11";"1373";"1133";"11";"47";"96"
"870";"BU03630103";"Amsterdam                     ";"Buurt   ";"BU03630103";"1";"795";"253";"195";"179";"17";"7";"36";"33";"4";"27";"55";"16";"35";"16";"2";"14";"19";"23";"15";"7";"1";"318";"245";"5";"20";"29"
"871";"BU03630104";"Amsterdam                     ";"Buurt   ";"BU03630104";"1";"805";"1314";"1201";"1165";"21";"4";"13";"209";"8";"619";"291";"36";"56";"17";"0";"17";"39";"57";"35";"16";"6";"1632";"1492";"10";"21";"71"
"872";"BU03630105";"Amsterdam                     ";"Buurt   ";"BU03630105";"1";"650";"537";"466";"452";"39";"13";"60";"101";"1";"144";"94";"14";"43";"12";"5";"7";"31";"28";"19";"5";"4";"826";"717";"2";"18";"43"
