ID;RegioS;Perioden;Mannen_2;Vrouwen_3;TotaalMetMigratieachtergrond_35;Bevolkingsdichtheid_57;Koopwoningen_94;Huurwoningen_95;EigendomOnbekend_96;TotaalAantalBanen_112;ParticuliereHuishoudensExclStudenten_121;TypeEenpersoonshuishouden_133;TypeEenoudergezin_134;TypePaarZonderKind_135;TypePaarMetKindEren_136;BronInkomenAlsWerknemer_137;BronInkomenAlsZelfstandige_138;Werkloosheid_155
3802;GM1728;2017JJ00;10177;9886;1947;266;    74.3;    24.7;     1.0;    12.3;     8.4;    24.8;    25.3;    33.9;    35.0;    32.6;    41.4;290
3803;GM1728;2018JJ00;10220;9924;1999;267;    75.2;    23.9;     0.9;    12.2;     8.4;    25.7;    26.5;    32.9;    35.7;    32.8;    43.2;240
3804;GM1728;2019JJ00;10227;9948;2052;268;    75.1;    24.8;     0.1;    12.0;     8.5;    28.1;    26.3;    36.1;    39.4;    34.1;    56.8;230
3830;GM0754;2017JJ00;;;;;;;;;;;;;;;;
3831;GM0754;2018JJ00;;;;;;;;;;;;;;;;
3832;GM0754;2019JJ00;;;;;;;;;;;;;;;;
3858;GM0376;2017JJ00;4963;5238;1908;915;    65.9;    33.7;     0.3;     2.9;     4.5;    35.3;    55.0;    55.7;    67.5;    46.2;    79.9;150
3859;GM0376;2018JJ00;5255;5540;2055;971;    68.2;    31.5;     0.3;     3.2;     4.7;    35.8;    39.3;    76.8;    79.4;    47.6;    82.0;120
3860;GM0376;2019JJ00;5455;5747;2211;1008;    69.0;    30.6;     0.4;     3.1;     4.8;    53.8;       .;    68.4;    93.9;    50.2;   155.3;120
3886;GM0495;2017JJ00;;;;;;;;;;;;;;;;
3887;GM0495;2018JJ00;;;;;;;;;;;;;;;;
3888;GM0495;2019JJ00;;;;;;;;;;;;;;;;
3914;GM0377;2017JJ00;10985;11841;4175;575;    70.2;    29.5;     0.2;     4.7;     9.4;    36.5;    40.9;    65.1;    67.8;    52.0;    67.3;310
3915;GM0377;2018JJ00;11181;12027;4306;583;    70.8;    28.1;     1.1;     4.9;     9.5;    34.9;    35.3;    56.1;    66.0;    53.6;    71.4;260
3916;GM0377;2019JJ00;11321;12089;4417;588;    70.7;    27.6;     1.6;     4.9;     9.6;    37.3;    36.6;    66.2;    82.1;    53.2;   110.3;250
3942;GM0055;2017JJ00;;;;;;;;;;;;;;;;
3943;GM0055;2018JJ00;;;;;;;;;;;;;;;;
3944;GM0055;2019JJ00;;;;;;;;;;;;;;;;
3970;GM0497;2017JJ00;;;;;;;;;;;;;;;;
3971;GM0497;2018JJ00;;;;;;;;;;;;;;;;
3972;GM0497;2019JJ00;;;;;;;;;;;;;;;;
3998;GM1901;2017JJ00;16901;16832;4155;446;    70.7;    28.1;     1.2;    13.7;    13.6;    27.9;    29.2;    40.6;    36.6;    34.6;    46.9;480
3999;GM1901;2018JJ00;16992;16956;4276;450;    70.7;    28.2;     1.2;    14.3;    13.8;    27.9;    31.7;    37.9;    37.4;    34.7;    48.4;410
4000;GM1901;2019JJ00;17228;17234;4502;457;    71.9;    27.9;     0.2;    14.2;    14.1;    31.3;    30.0;    42.2;    41.2;    36.2;    58.2;330
4026;GM0755;2017JJ00;5326;5088;812;302;    74.0;    23.9;     2.0;     3.0;     4.0;    24.9;    26.3;    32.1;    34.5;    31.7;    40.9;130
4027;GM0755;2018JJ00;5382;5120;848;304;    75.3;    22.8;     1.9;     3.2;     4.0;    24.9;    29.2;    32.0;    34.3;    32.1;    42.8;110
4028;GM0755;2019JJ00;5402;5186;856;307;    74.7;    25.2;     0.0;     3.4;     4.0;    25.9;    32.1;    34.8;    38.0;    33.7;    49.8;100
4054;GM0009;2017JJ00;3607;3681;507;161;    76.6;    23.3;     0.1;     1.2;     2.9;    24.5;    22.7;    32.5;    30.6;    30.7;    37.4;120
4055;GM0009;2018JJ00;3616;3676;524;161;    76.6;    23.3;     0.1;     1.1;     3.0;    24.8;    23.9;    32.1;    31.1;    31.1;    39.7;90
4056;GM0009;2019JJ00;;;;;;;;;;;;;;;;
4082;GM0064;2017JJ00;;;;;;;;;;;;;;;;
4083;GM0064;2018JJ00;;;;;;;;;;;;;;;;
4084;GM0064;2019JJ00;;;;;;;;;;;;;;;;
4110;GM0211;2017JJ00;;;;;;;;;;;;;;;;
4111;GM0211;2018JJ00;;;;;;;;;;;;;;;;
4112;GM0211;2019JJ00;;;;;;;;;;;;;;;;
4138;GM0108;2017JJ00;;;;;;;;;;;;;;;;
4139;GM0108;2018JJ00;;;;;;;;;;;;;;;;
4140;GM0108;2019JJ00;;;;;;;;;;;;;;;;
4166;GM1681;2017JJ00;12646;12709;1448;92;    71.2;    28.5;     0.3;     5.6;    11.0;    23.7;    23.1;    30.4;    31.2;    30.5;    41.6;560
4167;GM1681;2018JJ00;12646;12705;1524;92;    72.0;    27.7;     0.3;     6.1;    11.0;    23.4;    24.1;    30.3;    31.9;    30.8;    41.3;470
4168;GM1681;2019JJ00;12703;12669;1592;92;    72.9;    26.9;     0.2;     6.1;    11.1;    24.6;    26.1;    31.7;    33.1;    32.3;    42.9;380
4194;GM0897;2017JJ00;;;;;;;;;;;;;;;;
4195;GM0897;2018JJ00;;;;;;;;;;;;;;;;
4196;GM0897;2019JJ00;;;;;;;;;;;;;;;;
4222;GM0147;2017JJ00;11411;11384;2568;877;    67.1;    32.6;     0.3;     6.0;     9.4;    24.1;    23.9;    32.7;    33.2;    32.2;    42.0;430
4223;GM0147;2018JJ00;11511;11613;2492;889;    67.9;    31.5;     0.5;     6.2;     9.6;    25.2;    24.5;    32.7;    34.1;    32.5;    47.2;310
4224;GM0147;2019JJ00;11561;11649;2530;893;    69.3;    30.6;     0.2;     6.3;     9.6;    27.0;    26.2;    34.6;    37.3;    34.0;    54.9;280
4250;GM0654;2017JJ00;11471;11217;1955;160;    71.8;    28.0;     0.2;     8.1;     9.4;    25.2;    24.4;    32.4;    32.6;    31.8;    39.3;320
4251;GM0654;2018JJ00;11526;11190;2065;160;    72.7;    26.9;     0.3;     8.1;     9.5;    25.9;    24.8;    32.4;    33.0;    32.1;    41.5;270
4252;GM0654;2019JJ00;11557;11243;2120;161;    73.7;    26.1;     0.2;     8.3;     9.5;    27.0;    26.4;    35.8;    35.8;    33.7;    46.4;180
4278;GM0499;2017JJ00;;;;;;;;;;;;;;;;
4279;GM0499;2018JJ00;;;;;;;;;;;;;;;;
4280;GM0499;2019JJ00;;;;;;;;;;;;;;;;
4306;GM0756;2017JJ00;14469;14240;3528;258;    67.9;    31.8;     0.2;    13.5;    12.0;    24.1;    24.1;    33.5;    33.7;    32.2;    42.4;580
4307;GM0756;2018JJ00;14542;14311;3431;259;    68.8;    30.9;     0.3;    14.1;    12.1;    24.6;    25.0;    33.6;    34.2;    32.4;    43.7;450
4308;GM0756;2019JJ00;14573;14492;3489;261;    68.6;    31.3;     0.1;    15.0;    12.3;    26.3;    26.9;    37.0;    37.4;    34.0;    53.2;370
4334;GM0757;2017JJ00;15231;15424;4723;481;    60.5;    39.0;     0.6;    14.4;    13.2;    24.3;    24.0;    33.4;    34.2;    31.3;    39.4;550
4335;GM0757;2018JJ00;15200;15472;4808;481;    60.9;    38.3;     0.8;    14.7;    13.2;    25.1;    24.5;    33.6;    34.6;    31.8;    44.9;480
4336;GM0757;2019JJ00;15294;15453;5002;482;    61.2;    38.6;     0.3;    15.0;    13.4;    25.7;    25.5;    44.3;    38.1;    32.7;    54.3;420
4362;GM0212;2017JJ00;;;;;;;;;;;;;;;;
4363;GM0212;2018JJ00;;;;;;;;;;;;;;;;
4364;GM0212;2019JJ00;;;;;;;;;;;;;;;;
4390;GM0758;2017JJ00;89594;92710;42088;1447;    54.7;    44.9;     0.4;   114.7;    81.3;    24.7;    24.0;    35.8;    36.2;    32.8;    41.9;3450
4391;GM0758;2018JJ00;90328;93120;43136;1459;    55.2;    44.5;     0.3;   115.5;    82.2;    25.3;    24.7;    35.2;    37.0;    33.1;    44.0;2960
4392;GM0758;2019JJ00;90536;93337;43931;1462;    55.6;    43.9;     0.5;   114.2;    82.8;    26.8;    26.3;    38.2;    40.9;    34.6;    53.3;2630
4418;GM0194;2017JJ00;;;;;;;;;;;;;;;;
4419;GM0194;2018JJ00;;;;;;;;;;;;;;;;
4420;GM0194;2019JJ00;;;;;;;;;;;;;;;;
4446;GM0311;2017JJ00;;;;;;;;;;;;;;;;
4447;GM0311;2018JJ00;;;;;;;;;;;;;;;;
4448;GM0311;2019JJ00;;;;;;;;;;;;;;;;
4474;GM0501;2017JJ00;8260;8573;2242;611;    64.6;    35.0;     0.4;     5.2;     7.5;    28.3;    26.8;    35.7;    38.0;    35.8;    44.8;240
4475;GM0501;2018JJ00;8382;8658;2371;619;    65.5;    34.3;     0.2;     5.6;     7.6;    29.1;    28.0;    36.0;    38.5;    36.2;    48.0;210
4476;GM0501;2019JJ00;8437;8745;2438;624;    66.5;    33.4;     0.1;     5.6;     7.7;    30.5;    28.4;    38.5;    41.5;    37.7;    54.8;180
4502;GM0898;2017JJ00;;;;;;;;;;;;;;;;
4503;GM0898;2018JJ00;;;;;;;;;;;;;;;;
4504;GM0898;2019JJ00;;;;;;;;;;;;;;;;
4530;GM1876;2017JJ00;18150;18260;2134;128;    68.2;    30.3;     1.5;    11.4;    15.4;    24.5;    26.2;    33.9;    39.1;    32.1;    41.7;520
4531;GM1876;2018JJ00;18124;18228;2228;128;    70.3;    28.4;     1.3;    11.8;    15.4;    25.2;    25.7;    37.6;    33.5;    32.5;    41.5;400
4532;GM1876;2019JJ00;18054;18158;2214;128;    70.6;    29.1;     0.3;    12.2;    15.4;    27.2;    27.5;    40.1;    36.6;    33.9;    48.0;310
4558;GM0656;2017JJ00;;;;;;;;;;;;;;;;
4559;GM0656;2018JJ00;;;;;;;;;;;;;;;;
4560;GM0656;2019JJ00;;;;;;;;;;;;;;;;
4586;GM0657;2017JJ00;;;;;;;;;;;;;;;;
4587;GM0657;2018JJ00;;;;;;;;;;;;;;;;
4588;GM0657;2019JJ00;;;;;;;;;;;;;;;;
4614;GM0213;2017JJ00;10282;10561;2428;248;    59.4;    39.2;     1.4;     7.3;     9.0;    24.2;    24.0;    34.0;    32.7;    31.7;    42.8;360
4615;GM0213;2018JJ00;10281;10490;2430;248;    61.2;    37.3;     1.5;     7.2;     9.0;    24.6;    24.5;    33.7;    33.6;    32.1;    44.1;280
4616;GM0213;2019JJ00;10248;10450;2477;247;    61.7;    38.2;     0.1;     7.3;     9.0;    26.0;    26.4;    37.7;    37.3;    33.4;    59.6;230
4642;GM0899;2017JJ00;13873;14485;6844;1648;    59.4;    39.3;     1.3;     6.4;    13.5;    22.4;    21.8;    28.3;    29.6;    29.3;    34.1;490
4643;GM0899;2018JJ00;13818;14423;6817;1637;    60.0;    38.7;     1.3;     6.4;    13.5;    22.6;    22.0;    28.5;    29.5;    29.6;    34.9;410
4644;GM0899;2019JJ00;13806;14297;6793;1629;    60.9;    38.8;     0.3;     6.7;    13.5;    24.0;    23.5;    29.9;    32.4;    30.9;    42.4;380
4670;GM0759;2017JJ00;;;;;;;;;;;;;;;;
4671;GM0759;2018JJ00;;;;;;;;;;;;;;;;
4672;GM0759;2019JJ00;;;;;;;;;;;;;;;;
4698;GM0312;2017JJ00;7505;7651;1897;410;    73.3;    26.4;     0.3;     7.8;     6.3;    29.1;    29.1;    39.3;    39.1;    37.1;    44.3;210
4699;GM0312;2018JJ00;7530;7684;1922;412;    73.9;    25.6;     0.5;     8.6;     6.3;    28.9;    29.9;    38.9;    39.5;    37.0;    46.3;180
4700;GM0312;2019JJ00;7518;7674;1957;411;    75.3;    24.5;     0.2;     9.1;     6.3;    31.0;    35.5;    42.7;    41.4;    38.7;    50.2;130
4726;GM0313;2017JJ00;10493;10527;2145;690;    73.5;    25.2;     1.3;    12.4;     7.9;    24.6;    24.7;    32.9;    34.5;    31.1;    42.5;220
4727;GM0313;2018JJ00;10620;10646;2269;700;    73.8;    24.8;     1.5;    11.9;     8.0;    25.8;    25.0;    33.9;    35.7;    31.8;    46.1;190
4728;GM0313;2019JJ00;10764;10812;2407;710;    74.8;    23.9;     1.3;    12.6;     8.2;    26.3;    26.0;    36.0;    38.4;    33.3;    52.4;160
4754;GM0214;2017JJ00;13212;13136;2076;197;    73.2;    26.1;     0.7;     6.4;    10.6;    25.9;    27.5;    35.5;    35.7;    33.3;    43.9;420
4755;GM0214;2018JJ00;13219;13146;2167;197;    73.8;    25.5;     0.7;     6.7;    10.7;    25.9;    27.4;    34.8;    36.7;    33.8;    45.6;350
4756;GM0214;2019JJ00;13314;13254;2239;198;    74.7;    24.9;     0.3;     6.9;    10.9;    27.5;    29.5;    40.3;    40.5;    35.3;    56.7;270
4782;GM0381;2017JJ00;;;;;;;;;;;;;;;;
4783;GM0381;2018JJ00;;;;;;;;;;;;;;;;
4784;GM0381;2019JJ00;;;;;;;;;;;;;;;;
4810;GM0502;2017JJ00;32080;34341;22563;4671;    51.4;    48.1;     0.5;    36.0;    30.1;    24.4;    22.1;    33.6;    33.5;    32.0;    39.9;1330
4811;GM0502;2018JJ00;32355;34499;23209;4728;    52.8;    47.0;     0.3;    37.2;    30.3;    24.8;    22.7;    33.4;    33.5;    32.1;    39.9;1110
4812;GM0502;2019JJ00;32271;34547;23649;4725;    54.2;    45.7;     0.1;    37.5;    30.5;    26.5;    24.1;    35.4;    36.3;    33.4;    45.6;970
4838;GM0383;2017JJ00;17254;17962;3897;711;    74.0;    25.7;     0.3;     8.5;    15.3;    28.3;    27.4;    39.3;    40.5;    35.7;    49.8;440
4839;GM0383;2018JJ00;17490;18118;3964;717;    74.6;    25.0;     0.3;     8.4;    15.5;    28.4;    27.8;    37.9;    39.8;    36.2;    46.0;380
4840;GM0383;2019JJ00;17634;18138;4091;720;    74.7;    24.3;     1.0;     8.9;    15.6;    29.8;    30.9;    41.3;    43.5;    37.8;    55.6;320
4866;GM0760;2017JJ00;;;;;;;;;;;;;;;;
4867;GM0760;2018JJ00;;;;;;;;;;;;;;;;
4868;GM0760;2019JJ00;;;;;;;;;;;;;;;;
4894;GM0109;2017JJ00;17594;17692;3035;119;    68.7;    30.1;     1.1;    10.5;    15.2;    23.1;    22.7;    32.2;    31.1;    30.4;    42.3;710
4895;GM0109;2018JJ00;17566;17733;3177;119;    67.4;    31.4;     1.2;    11.2;    15.3;    23.2;    23.1;    31.0;    31.8;    30.7;    43.5;580
4896;GM0109;2019JJ00;17703;17780;3295;120;    69.3;    30.5;     0.2;    11.4;    15.4;    24.4;    25.2;    32.7;    34.1;    32.2;    46.6;470
4922;GM0314;2017JJ00;;;;;;;;;;;;;;;;
4923;GM0314;2018JJ00;;;;;;;;;;;;;;;;
4924;GM0314;2019JJ00;;;;;;;;;;;;;;;;
4950;GM1706;2017JJ00;10404;10272;3289;271;    73.9;    25.5;     0.6;     6.6;     8.7;    25.5;    25.2;    33.2;    34.1;    32.5;    45.4;340
4951;GM1706;2018JJ00;10207;10129;3064;266;    73.9;    25.5;     0.6;     6.8;     8.7;    26.3;    25.6;    31.7;    35.1;    33.1;    44.7;270
4952;GM1706;2019JJ00;10281;10159;3199;268;    73.7;    26.2;     0.1;     7.2;     8.8;    27.7;    27.5;    33.4;    36.9;    34.1;    47.1;220
4978;GM0611;2017JJ00;6345;6452;927;235;    69.4;    30.4;     0.2;     4.0;     5.4;    26.8;    28.9;    36.7;    38.2;    35.0;    46.3;170
4979;GM0611;2018JJ00;6347;6479;949;236;    70.5;    29.4;     0.2;     4.3;     5.5;    28.5;    28.6;    35.2;    38.4;    35.6;    47.9;140
4980;GM0611;2019JJ00;;;;;;;;;;;;;;;;
5006;GM1684;2017JJ00;12310;12386;4743;483;    63.6;    36.0;     0.4;    11.6;    10.5;    23.7;    23.2;    32.1;    32.2;    31.0;    45.8;490
5007;GM1684;2018JJ00;12408;12503;4840;487;    63.2;    36.4;     0.4;    12.6;    10.7;    23.5;    23.3;    31.8;    33.1;    31.2;    45.8;380
5008;GM1684;2019JJ00;12413;12518;4919;487;    62.8;    36.9;     0.3;    12.9;    10.8;    24.8;    25.1;    35.6;    37.1;    32.6;    62.3;320
5034;GM0216;2017JJ00;13861;14003;6271;951;    60.8;    37.9;     1.3;    11.8;    11.8;    24.7;    25.1;    34.4;    34.0;    32.7;    39.6;520
5035;GM0216;2018JJ00;13969;14226;6386;963;    60.7;    38.1;     1.2;    12.1;    12.0;    25.2;    25.8;    34.0;    34.1;    33.0;    40.5;430
5036;GM0216;2019JJ00;14147;14408;6625;975;    63.1;    36.1;     0.8;    12.6;    12.2;    26.3;    27.0;    35.9;    38.2;    34.4;    50.5;370
5062;GM0110;2017JJ00;;;;;;;;;;;;;;;;
5063;GM0110;2018JJ00;;;;;;;;;;;;;;;;
5064;GM0110;2019JJ00;;;;;;;;;;;;;;;;
5090;GM0148;2017JJ00;14220;13850;1432;170;    72.5;    27.2;     0.3;     9.7;    11.1;    24.3;    26.1;    33.3;    33.5;    31.8;    43.5;440
5091;GM0148;2018JJ00;14279;13963;1537;171;    73.1;    26.4;     0.5;    10.3;    11.2;    25.7;    26.5;    33.2;    33.6;    32.1;    44.9;310
5092;GM0148;2019JJ00;14395;14104;1663;173;    75.1;    24.7;     0.2;    10.7;    11.4;    27.4;    28.1;    35.3;    36.1;    33.5;    49.3;270
5118;GM0065;2017JJ00;;;;;;;;;;;;;;;;
5119;GM0065;2018JJ00;;;;;;;;;;;;;;;;
5120;GM0065;2019JJ00;;;;;;;;;;;;;;;;
5146;GM1891;2017JJ00;9536;9406;742;223;    62.1;    36.0;     1.9;     3.3;     7.7;    21.1;    21.4;    27.8;    29.0;    28.0;    36.5;360
5147;GM1891;2018JJ00;9515;9389;797;223;    62.5;    35.6;     1.9;     3.7;     7.7;    23.3;    21.8;    27.6;    30.1;    28.3;    43.7;250
5148;GM1891;2019JJ00;9515;9408;825;224;    63.0;    36.7;     0.3;     4.0;     7.7;    23.0;    22.9;    29.0;    32.0;    29.6;    43.0;210
5174;GM0503;2017JJ00;53995;47386;34237;4437;    37.0;    62.2;     0.8;    55.3;    43.7;    23.9;    22.2;    34.1;    34.3;    31.0;    37.5;1480
5175;GM0503;2018JJ00;54448;47805;35584;4514;    37.2;    62.1;     0.7;    56.5;    44.2;    24.5;    23.6;    33.5;    34.8;    31.2;    38.4;1200
5176;GM0503;2019JJ00;54831;48332;37026;4554;    37.9;    61.4;     0.6;    58.0;    45.0;    25.5;    24.5;    36.5;    39.8;    32.4;    44.9;1010
5202;GM0010;2017JJ00;12560;12405;4434;188;    61.8;    37.2;     1.0;    10.8;    11.4;    22.3;    21.1;    29.0;    28.3;    29.5;    35.3;510
5203;GM0010;2018JJ00;12475;12388;4387;187;    61.4;    38.4;     0.2;    10.4;    11.5;    22.8;    20.9;    29.0;    29.1;    29.9;    36.0;390
5204;GM0010;2019JJ00;12408;12308;4497;186;    61.6;    38.2;     0.2;    10.5;    11.5;    24.1;    21.9;    30.5;    30.4;    30.8;    40.1;340
5230;GM0149;2017JJ00;;;;;;;;;;;;;;;;
5231;GM0149;2018JJ00;;;;;;;;;;;;;;;;
5232;GM0149;2019JJ00;;;;;;;;;;;;;;;;
5258;GM0762;2017JJ00;16071;15862;2850;273;    65.1;    33.6;     1.3;    12.7;    13.3;    25.0;    25.7;    31.6;    33.2;    31.3;    40.2;540
5259;GM0762;2018JJ00;16180;15957;2954;275;    65.9;    32.7;     1.4;    13.3;    13.5;    25.0;    25.5;    31.1;    34.0;    31.5;    41.7;440
5260;GM0762;2019JJ00;16302;16060;3044;277;    66.1;    33.8;     0.1;    13.7;    13.6;    25.6;    28.3;    34.2;    36.6;    33.0;    46.8;390
5286;GM0150;2017JJ00;49064;50231;21329;757;    54.6;    45.0;     0.4;    60.3;    43.8;    23.1;    22.1;    32.2;    31.2;    30.1;    38.9;2100
5287;GM0150;2018JJ00;49277;50376;21720;763;    55.3;    44.4;     0.3;    61.2;    44.1;    23.6;    22.5;    32.1;    31.8;    30.5;    39.7;1690
5288;GM0150;2019JJ00;49430;50527;22006;765;    55.9;    43.9;     0.2;    51.0;    44.6;    24.8;    23.6;    34.8;    34.4;    31.6;    45.7;1570
5314;GM0218;2017JJ00;;;;;;;;;;;;;;;;
5315;GM0218;2018JJ00;;;;;;;;;;;;;;;;
5316;GM0218;2019JJ00;;;;;;;;;;;;;;;;
5342;GM0384;2017JJ00;13251;14021;11638;2274;    40.6;    57.7;     1.8;    22.0;    11.7;    24.9;    25.2;    35.0;    35.0;    32.1;    36.6;510
5343;GM0384;2018JJ00;13725;14396;12461;2345;    42.0;    56.2;     1.8;    23.3;    12.2;    25.5;    25.6;    34.8;    36.1;    32.6;    38.5;440
5344;GM0384;2019JJ00;14263;14933;13293;2434;    43.3;    56.6;     0.1;    23.1;    12.7;    26.9;    26.6;    36.9;    37.9;    34.3;    39.3;400
5370;GM0151;2017JJ00;;;;;;;;;;;;;;;;
5371;GM0151;2018JJ00;;;;;;;;;;;;;;;;
5372;GM0151;2019JJ00;;;;;;;;;;;;;;;;
5398;GM0152;2017JJ00;;;;;;;;;;;;;;;;
5399;GM0152;2018JJ00;;;;;;;;;;;;;;;;
5400;GM0152;2019JJ00;;;;;;;;;;;;;;;;
5426;GM0763;2017JJ00;;;;;;;;;;;;;;;;
5427;GM0763;2018JJ00;;;;;;;;;;;;;;;;
5428;GM0763;2019JJ00;;;;;;;;;;;;;;;;
5454;GM0111;2017JJ00;;;;;;;;;;;;;;;;
5455;GM0111;2018JJ00;;;;;;;;;;;;;;;;
5456;GM0111;2019JJ00;;;;;;;;;;;;;;;;
5482;GM1980;2017JJ00;;;;;;;;;;;;;;;;
5483;GM1980;2018JJ00;;;;;;;;;;;;;;;;
5484;GM1980;2019JJ00;;;;;;;;;;;;;;;;
5510;GM1774;2017JJ00;13412;12832;2108;149;    72.2;    25.3;     2.5;     9.9;    10.1;    24.4;    26.8;    34.2;    35.0;    32.4;    45.5;360
5511;GM1774;2018JJ00;13417;12874;2071;150;    73.6;    23.8;     2.5;    10.3;    10.1;    24.9;    27.7;    32.7;    35.4;    32.7;    46.2;320
5512;GM1774;2019JJ00;13432;12918;2111;150;    74.0;    25.7;     0.3;    10.5;    10.2;    26.4;    28.3;    34.5;    38.7;    34.2;    50.8;230
5538;GM0764;2017JJ00;;;;;;;;;;;;;;;;
5539;GM0764;2018JJ00;;;;;;;;;;;;;;;;
5540;GM0764;2019JJ00;;;;;;;;;;;;;;;;
5566;GM0219;2017JJ00;;;;;;;;;;;;;;;;
5567;GM0219;2018JJ00;;;;;;;;;;;;;;;;
5568;GM0219;2019JJ00;;;;;;;;;;;;;;;;
5594;GM0504;2017JJ00;;;;;;;;;;;;;;;;
5595;GM0504;2018JJ00;;;;;;;;;;;;;;;;
5596;GM0504;2019JJ00;;;;;;;;;;;;;;;;
5622;GM0220;2017JJ00;;;;;;;;;;;;;;;;
5623;GM0220;2018JJ00;;;;;;;;;;;;;;;;
5624;GM0220;2019JJ00;;;;;;;;;;;;;;;;
5650;GM0221;2017JJ00;5544;5797;2254;982;    51.3;    48.5;     0.2;     3.0;     5.2;    22.6;    21.4;    30.5;    30.1;    29.9;    36.1;230
5651;GM0221;2018JJ00;5539;5789;2236;983;    52.2;    47.7;     0.1;     3.1;     5.2;    23.3;    21.7;    30.6;    30.7;    29.9;    37.1;160
5652;GM0221;2019JJ00;5458;5690;2220;967;    52.5;    47.4;     0.1;     3.2;     5.2;    25.2;    23.8;    31.6;    33.0;    31.5;    43.7;150
5678;GM0222;2017JJ00;28259;28809;7937;722;    59.1;    40.4;     0.4;    33.8;    24.9;    23.1;    23.1;    32.0;    31.8;    30.3;    39.6;1010
5679;GM0222;2018JJ00;28434;28948;8022;726;    58.2;    41.3;     0.5;    34.5;    25.1;    23.8;    22.9;    31.6;    32.0;    30.5;    42.4;800
5680;GM0222;2019JJ00;28558;28997;8239;728;    59.7;    39.9;     0.3;    34.5;    25.4;    25.4;    24.8;    34.0;    35.5;    31.8;    52.1;700
5706;GM0660;2017JJ00;;;;;;;;;;;;;;;;
5707;GM0660;2018JJ00;;;;;;;;;;;;;;;;
5708;GM0660;2019JJ00;;;;;;;;;;;;;;;;
5734;GM0766;2017JJ00;12729;12780;3275;871;    69.1;    30.7;     0.1;     8.1;    10.8;    24.4;    26.6;    32.3;    33.5;    32.2;    39.6;450
5735;GM0766;2018JJ00;12876;12901;3404;881;    68.7;    31.0;     0.2;     8.6;    10.9;    25.0;    24.6;    31.9;    34.4;    32.6;    40.8;390
5736;GM0766;2019JJ00;13029;13022;3578;891;    70.1;    29.8;     0.1;     8.9;    11.0;    26.6;    26.5;    33.8;    37.7;    33.9;    49.0;300
5762;GM0058;2017JJ00;11947;11954;1379;144;    62.7;    35.3;     1.9;     8.0;    10.2;    22.3;    22.2;    28.8;    28.3;    27.6;    36.5;450
5763;GM0058;2018JJ00;11882;11907;1390;142;    63.3;    34.7;     2.0;     8.8;    10.2;    22.6;    23.6;    28.4;    29.0;    28.0;    37.6;340
5764;GM0058;2019JJ00;;;;;;;;;;;;;;;;
5790;GM0315;2017JJ00;;;;;;;;;;;;;;;;
5791;GM0315;2018JJ00;;;;;;;;;;;;;;;;
5792;GM0315;2019JJ00;;;;;;;;;;;;;;;;
5818;GM0505;2017JJ00;58684;60047;35119;1510;    55.7;    43.8;     0.5;    55.2;    53.9;    23.3;    22.2;    33.1;    32.1;    31.0;    40.2;2240
5819;GM0505;2018JJ00;58577;59849;35382;1508;    56.4;    43.1;     0.5;    57.8;    53.8;    23.9;    22.8;    32.4;    33.2;    31.4;    42.2;1790
5820;GM0505;2019JJ00;58671;59983;35874;1511;    57.7;    42.2;     0.1;    59.2;    53.9;    25.4;    24.2;    35.2;    36.1;    32.9;    49.4;1520
5846;GM0498;2017JJ00;9835;9549;1921;329;    73.9;    25.2;     0.9;     4.8;     8.0;    24.6;    30.9;    34.0;    35.1;    32.1;    43.6;270
5847;GM0498;2018JJ00;9855;9585;2001;330;    73.8;    25.2;     1.0;     4.9;     8.0;    25.5;    28.7;    33.4;    35.2;    32.4;    47.2;200
5848;GM0498;2019JJ00;9919;9678;2085;333;    74.1;    25.2;     0.7;     4.8;     8.1;    27.3;       .;    36.2;    40.2;    34.1;    63.3;180
5874;GM0316;2017JJ00;;;;;;;;;;;;;;;;
5875;GM0316;2018JJ00;;;;;;;;;;;;;;;;
5876;GM0316;2019JJ00;;;;;;;;;;;;;;;;
5902;GM1719;2017JJ00;13472;13397;2279;281;    70.1;    28.7;     1.1;     7.8;    11.3;    25.1;    25.7;    34.2;    35.3;    33.6;    43.4;480
5903;GM1719;2018JJ00;13568;13495;2395;284;    70.8;    27.6;     1.6;     7.6;    11.4;    25.4;    26.4;    33.8;    35.5;    33.7;    44.1;360
5904;GM1719;2019JJ00;13590;13560;2556;285;    71.1;    28.7;     0.1;     7.9;    11.5;    26.7;    27.2;    35.5;    38.2;    35.0;    50.1;320
5930;GM0303;2017JJ00;20502;20244;6459;122;    63.6;    36.0;     0.4;    12.7;    16.4;    24.1;    22.8;    32.8;    31.4;    30.8;    38.7;720
5931;GM0303;2018JJ00;20453;20282;6538;122;    63.0;    36.6;     0.4;    14.0;    16.5;    24.6;    23.5;    32.9;    32.2;    31.2;    41.7;620
5932;GM0303;2019JJ00;20469;20346;6721;122;    66.4;    33.4;     0.2;    14.2;    16.7;    25.8;    25.1;    35.0;    34.5;    32.8;    46.1;500
5958;GM0767;2017JJ00;;;;;;;;;;;;;;;;
5959;GM0767;2018JJ00;;;;;;;;;;;;;;;;
5960;GM0767;2019JJ00;;;;;;;;;;;;;;;;
5986;GM0225;2017JJ00;9245;9318;2158;492;    62.6;    36.5;     0.9;     6.5;     7.6;    23.4;    24.2;    32.2;    33.5;    31.6;    40.8;320
