"ID";"WijkenEnBuurten";"Gemeentenaam_1";"SoortRegio_2";"Codering_3";"Indelingswijziging_4";"AantalInwoners_5";"TotaalVermogenVernielingEnGeweld_6";"TotaalVermogensmisdrijven_7";"TotaalDiefstal_8";"Fietsendiefstal_9";"DiefstalOverigeVervoermiddelen_10";"DiefstalUitVanafVervoermiddelen_11";"ZakkenrollerijStraatroofEnBeroving_12";"TotaalDiefstalUitWoningSchuurED_13";"DiefstalUitNietResidentieleGebouwen_14";"OverigeDiefstalInbraak_15";"OverigeVermogensmisdrijven_16";"TotaalVernielingTegenOpenbareOrde_17";"TotaalVernieling_18";"VernielingAanAuto_19";"OverigeVernieling_20";"OverigeVernielingTegenOpenbareOrde_21";"TotaalGeweldsEnSeksueleMisdrijven_22";"Mishandeling_23";"BedreigingEnStalking_24";"OverigeGeweldsEnSeksueleMisdrijven_25";"TotaalVermogenVernielingEnGeweld_26";"TotaalVermogensmisdrijven_27";"TotaalDiefstalUitWoningSchuurED_28";"VernielingMisdrijfTegenOpenbareOrde_29";"GeweldsEnSeksueleMisdrijven_30"
"0";"GM1680    ";"Aa en Hunze                   ";"Gemeente";"GM1680    ";;"25243";"507";"326";"237";"34";"3";"19";"2";"69";"28";"82";"89";"115";"107";"42";"65";"8";"66";"28";"20";"18";"20";"13";"3";"4";"3"
"1";"WK168000  ";"Aa en Hunze                   ";"Wijk    ";"WK168000  ";"1";"3557";"60";"37";"29";"7";"0";"0";"0";"7";"8";"7";"8";"18";"18";"10";"8";"0";"5";"1";"2";"2";"17";"10";"2";"5";"1"
"2";"BU16800000";"Aa en Hunze                   ";"Buurt   ";"BU16800000";"1";"3406";"57";"34";"27";"7";"0";"0";"0";"7";"8";"5";"7";"18";"18";"10";"8";"0";"5";"1";"2";"2";"17";"10";"2";"5";"1"
"3";"BU16800009";"Aa en Hunze                   ";"Buurt   ";"BU16800009";"1";"151";"3";"3";"2";"0";"0";"0";"0";"0";"0";"2";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"20";"20";"0";"0";"0"
"4";"WK168001  ";"Aa en Hunze                   ";"Wijk    ";"WK168001  ";"1";"1388";"23";"13";"7";"0";"0";"0";"0";"1";"4";"2";"6";"2";"2";"0";"2";"0";"8";"7";"1";"0";"17";"9";"1";"1";"6"
"5";"BU16800100";"Aa en Hunze                   ";"Buurt   ";"BU16800100";"1";"1227";"15";"6";"1";"0";"0";"0";"0";"0";"0";"1";"5";"1";"1";"0";"1";"0";"8";"7";"1";"0";"12";"5";"0";"1";"7"
"6";"BU16800109";"Aa en Hunze                   ";"Buurt   ";"BU16800109";"1";"161";"8";"7";"6";"0";"0";"0";"0";"1";"4";"1";"1";"1";"1";"0";"1";"0";"0";"0";"0";"0";"50";"43";"6";"6";"0"
"7";"WK168002  ";"Aa en Hunze                   ";"Wijk    ";"WK168002  ";"1";"448";"14";"10";"9";"0";"0";"0";"0";"5";"0";"4";"1";"1";"1";"0";"1";"0";"3";"0";"2";"1";"31";"22";"11";"2";"7"
"8";"BU16800200";"Aa en Hunze                   ";"Buurt   ";"BU16800200";"1";"329";"2";"2";"2";"0";"0";"0";"0";"0";"0";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"6";"6";"0";"0";"0"
"9";"BU16800209";"Aa en Hunze                   ";"Buurt   ";"BU16800209";"1";"119";"12";"8";"7";"0";"0";"0";"0";"5";"0";"2";"1";"1";"1";"0";"1";"0";"3";"0";"2";"1";"101";"67";"42";"8";"25"
"10";"WK168003  ";"Aa en Hunze                   ";"Wijk    ";"WK168003  ";"1";"410";"9";"7";"3";"0";"0";"0";"0";"1";"0";"2";"4";"2";"2";"1";"1";"0";"0";"0";"0";"0";"22";"17";"2";"5";"0"
"11";"BU16800300";"Aa en Hunze                   ";"Buurt   ";"BU16800300";"1";"398";"9";"7";"3";"0";"0";"0";"0";"1";"0";"2";"4";"2";"2";"1";"1";"0";"0";"0";"0";"0";"23";"18";"3";"5";"0"
"12";"BU16800309";"Aa en Hunze                   ";"Buurt   ";"BU16800309";"1";"12";;;;;;;;;;;;;;;;;;;;;;;;;
"13";"WK168004  ";"Aa en Hunze                   ";"Wijk    ";"WK168004  ";"1";"274";"2";"1";"1";"0";"0";"0";"0";"1";"0";"0";"0";"1";"0";"0";"0";"1";"0";"0";"0";"0";"7";"4";"4";"0";"0"
"14";"BU16800400";"Aa en Hunze                   ";"Buurt   ";"BU16800400";"1";"245";"1";"1";"1";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"4";"4";"4";"0";"0"
"15";"BU16800409";"Aa en Hunze                   ";"Buurt   ";"BU16800409";"1";"29";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"1";"0";"0";"0";"0";;;;;
"16";"WK168005  ";"Aa en Hunze                   ";"Wijk    ";"WK168005  ";"1";"573";"18";"10";"6";"0";"0";"0";"0";"3";"0";"3";"4";"4";"4";"0";"4";"0";"4";"3";"1";"0";"31";"17";"5";"7";"7"
"17";"BU16800500";"Aa en Hunze                   ";"Buurt   ";"BU16800500";"1";"531";"13";"9";"5";"0";"0";"0";"0";"2";"0";"3";"4";"2";"2";"0";"2";"0";"2";"2";"0";"0";"24";"17";"4";"4";"4"
"18";"BU16800509";"Aa en Hunze                   ";"Buurt   ";"BU16800509";"1";"42";"5";"1";"1";"0";"0";"0";"0";"1";"0";"0";"0";"2";"2";"0";"2";"0";"2";"1";"1";"0";;;;;
"19";"WK168006  ";"Aa en Hunze                   ";"Wijk    ";"WK168006  ";"1";"443";"7";"7";"5";"0";"0";"1";"0";"2";"0";"2";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"16";"16";"5";"0";"0"
"20";"BU16800600";"Aa en Hunze                   ";"Buurt   ";"BU16800600";"1";"432";"7";"7";"5";"0";"0";"1";"0";"2";"0";"2";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"16";"16";"5";"0";"0"
"21";"BU16800609";"Aa en Hunze                   ";"Buurt   ";"BU16800609";"1";"11";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;
"22";"WK168007  ";"Aa en Hunze                   ";"Wijk    ";"WK168007  ";"1";"152";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"23";"BU16800700";"Aa en Hunze                   ";"Buurt   ";"BU16800700";"1";"152";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"24";"BU16800709";"Aa en Hunze                   ";"Buurt   ";"BU16800709";"1";"0";;;;;;;;;;;;;;;;;;;;;;;;;
"25";"WK168008  ";"Aa en Hunze                   ";"Wijk    ";"WK168008  ";"1";"112";"1";"1";"1";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"9";"9";"0";"0";"0"
"26";"BU16800800";"Aa en Hunze                   ";"Buurt   ";"BU16800800";"1";"105";"1";"1";"1";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"10";"10";"0";"0";"0"
"27";"BU16800809";"Aa en Hunze                   ";"Buurt   ";"BU16800809";"1";"7";;;;;;;;;;;;;;;;;;;;;;;;;
"28";"WK168009  ";"Aa en Hunze                   ";"Wijk    ";"WK168009  ";"1";"128";"3";"3";"3";"0";"0";"0";"0";"0";;;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"23";"23";"0";"0";"0"
"29";"BU16800900";"Aa en Hunze                   ";"Buurt   ";"BU16800900";"1";"124";"3";"3";"3";"0";"0";"0";"0";"0";;;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"24";"24";"0";"0";"0"
"30";"BU16800909";"Aa en Hunze                   ";"Buurt   ";"BU16800909";"1";"4";;;;;;;;;;;;;;;;;;;;;;;;;
"31";"WK168011  ";"Aa en Hunze                   ";"Wijk    ";"WK168011  ";"1";"419";"10";"5";"3";"0";"0";"0";"0";"1";"0";"2";"2";"1";"1";"0";"1";"0";"4";"1";"2";"1";"24";"12";"2";"2";"10"
"32";"BU16801100";"Aa en Hunze                   ";"Buurt   ";"BU16801100";"1";"419";"10";"5";"3";"0";"0";"0";"0";"1";"0";"2";"2";"1";"1";"0";"1";"0";"4";"1";"2";"1";"24";"12";"2";"2";"10"
"33";"BU16801109";"Aa en Hunze                   ";"Buurt   ";"BU16801109";"1";"0";;;;;;;;;;;;;;;;;;;;;;;;;
"34";"WK168012  ";"Aa en Hunze                   ";"Wijk    ";"WK168012  ";"1";"272";"4";"3";"0";"0";"0";"0";"0";"0";"0";"0";"3";"0";"0";"0";"0";"0";"1";"0";"0";"1";"15";"11";"0";"0";"4"
"35";"BU16801200";"Aa en Hunze                   ";"Buurt   ";"BU16801200";"1";"249";"4";"3";"0";"0";"0";"0";"0";"0";"0";"0";"3";"0";"0";"0";"0";"0";"1";"0";"0";"1";"16";"12";"0";"0";"4"
"36";"BU16801209";"Aa en Hunze                   ";"Buurt   ";"BU16801209";"1";"23";;;;;;;;;;;;;;;;;;;;;;;;;
"37";"WK168013  ";"Aa en Hunze                   ";"Wijk    ";"WK168013  ";"1";"137";;;;;;;;;;;;;;;;;;;;;;;;;
"38";"BU16801300";"Aa en Hunze                   ";"Buurt   ";"BU16801300";"1";"100";;;;;;;;;;;;;;;;;;;;;;;;;
"39";"BU16801309";"Aa en Hunze                   ";"Buurt   ";"BU16801309";"1";"37";;;;;;;;;;;;;;;;;;;;;;;;;
"40";"WK168014  ";"Aa en Hunze                   ";"Wijk    ";"WK168014  ";"1";"1861";"36";"20";"13";"1";"1";"1";"0";"3";"1";"6";"7";"11";"10";"9";"1";"1";"5";"2";"3";"0";"19";"11";"2";"5";"3"
"41";"BU16801400";"Aa en Hunze                   ";"Buurt   ";"BU16801400";"1";"1496";"28";"13";"6";"0";"0";"0";"0";"2";"0";"4";"7";"10";"9";"8";"1";"1";"5";"2";"3";"0";"19";"9";"1";"6";"3"
"42";"BU16801401";"Aa en Hunze                   ";"Buurt   ";"BU16801401";"1";"133";;;;;;;;;;;;;;;;;;;;;;;;;
"43";"BU16801409";"Aa en Hunze                   ";"Buurt   ";"BU16801409";"1";"232";"8";"7";"7";"1";"1";"1";"0";"1";"1";"2";"0";"1";"1";"1";"0";"0";"0";"0";"0";"0";"34";"30";"4";"4";"0"
"44";"WK168015  ";"Aa en Hunze                   ";"Wijk    ";"WK168015  ";"1";"1827";"34";"25";"16";"3";"0";"1";"0";"5";"2";"5";"9";"5";"5";"2";"3";"0";"4";"4";"0";"0";"19";"14";"3";"3";"2"
"45";"BU16801500";"Aa en Hunze                   ";"Buurt   ";"BU16801500";"1";"1783";"33";"24";"16";"3";"0";"1";"0";"5";"2";"5";"8";"5";"5";"2";"3";"0";"4";"4";"0";"0";"19";"13";"3";"3";"2"
"46";"BU16801501";"Aa en Hunze                   ";"Buurt   ";"BU16801501";"1";"44";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;
"47";"BU16801509";"Aa en Hunze                   ";"Buurt   ";"BU16801509";"1";"0";;;;;;;;;;;;;;;;;;;;;;;;;
"48";"WK168016  ";"Aa en Hunze                   ";"Wijk    ";"WK168016  ";"1";"674";"10";"9";"6";"0";"1";"1";"1";"2";"0";"1";"3";"1";"1";"0";"1";"0";"0";"0";"0";"0";"15";"13";"3";"1";"0"
"49";"BU16801600";"Aa en Hunze                   ";"Buurt   ";"BU16801600";"1";"626";"7";"6";"4";"0";"1";"0";"1";"2";"0";"0";"2";"1";"1";"0";"1";"0";"0";"0";"0";"0";"11";"10";"3";"2";"0"
"50";"BU16801601";"Aa en Hunze                   ";"Buurt   ";"BU16801601";"1";"41";"3";"3";"2";"0";"0";"1";"0";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;
"51";"BU16801609";"Aa en Hunze                   ";"Buurt   ";"BU16801609";"1";"7";;;;;;;;;;;;;;;;;;;;;;;;;
"52";"WK168017  ";"Aa en Hunze                   ";"Wijk    ";"WK168017  ";"1";"5063";"115";"73";"56";"12";"0";"7";"0";"11";"5";"21";"17";"37";"33";"9";"24";"4";"5";"0";"2";"3";"23";"14";"2";"7";"1"
"53";"BU16801700";"Aa en Hunze                   ";"Buurt   ";"BU16801700";"1";"4889";"110";"70";"53";"12";"0";"7";"0";"11";"5";"18";"17";"35";"32";"9";"23";"3";"5";"0";"2";"3";"22";"14";"2";"7";"1"
"54";"BU16801709";"Aa en Hunze                   ";"Buurt   ";"BU16801709";"1";"174";"5";"3";"3";"0";"0";"0";"0";"0";"0";"3";"0";"2";"1";"0";"1";"1";"0";"0";"0";"0";"29";"17";"0";"6";"0"
"55";"WK168018  ";"Aa en Hunze                   ";"Wijk    ";"WK168018  ";"1";"1204";"22";"11";"7";"1";"0";"0";"0";"1";"1";"4";"4";"4";"4";"1";"3";"0";"7";"3";"1";"3";"18";"9";"1";"3";"6"
"56";"BU16801800";"Aa en Hunze                   ";"Buurt   ";"BU16801800";"1";"664";"12";"4";"2";"0";"0";"0";"0";"0";"0";"2";"2";"3";"3";"1";"2";"0";"5";"3";"0";"2";"18";"6";"0";"5";"8"
"57";"BU16801801";"Aa en Hunze                   ";"Buurt   ";"BU16801801";"1";"95";;;;;;;;;;;;;;;;;;;;;;;;;
"58";"BU16801802";"Aa en Hunze                   ";"Buurt   ";"BU16801802";"1";"253";"4";"4";"3";"1";"0";"0";"0";"1";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"16";"16";"4";"0";"0"
"59";"BU16801809";"Aa en Hunze                   ";"Buurt   ";"BU16801809";"1";"192";"6";"3";"2";"0";"0";"0";"0";"0";"1";"1";"1";"1";"1";"0";"1";"0";"2";"0";"1";"1";"31";"16";"0";"5";"10"
"60";"WK168019  ";"Aa en Hunze                   ";"Wijk    ";"WK168019  ";"1";"4640";"106";"66";"53";"9";"1";"6";"1";"16";"4";"16";"13";"26";"24";"9";"15";"2";"14";"3";"6";"5";"23";"14";"3";"5";"3"
"61";"BU16801900";"Aa en Hunze                   ";"Buurt   ";"BU16801900";"1";"3742";"90";"57";"47";"9";"0";"6";"1";"16";"3";"12";"10";"24";"22";"8";"14";"2";"9";"1";"3";"5";"24";"15";"4";"6";"2"
"62";"BU16801901";"Aa en Hunze                   ";"Buurt   ";"BU16801901";"1";"152";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"7";"7";"0";"0";"0"
"63";"BU16801902";"Aa en Hunze                   ";"Buurt   ";"BU16801902";"1";"59";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2";"0";"2";"0";"34";"0";"0";"0";"34"
"64";"BU16801903";"Aa en Hunze                   ";"Buurt   ";"BU16801903";"1";"89";"2";"1";"0";"0";"0";"0";"0";"0";"0";"0";"1";"1";"1";"0";"1";"0";"0";"0";"0";"0";"22";"11";"0";"11";"0"
"65";"BU16801908";"Aa en Hunze                   ";"Buurt   ";"BU16801908";"1";"442";"9";"6";"6";"0";"1";"0";"0";"0";"1";"4";"0";"1";"1";"1";"0";"0";"2";"1";"1";"0";"20";"14";"0";"2";"5"
"66";"BU16801909";"Aa en Hunze                   ";"Buurt   ";"BU16801909";"1";"156";"2";"1";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"1";"1";"0";"0";"13";"6";"0";"0";"6"
"67";"WK168020  ";"Aa en Hunze                   ";"Wijk    ";"WK168020  ";"1";"1172";"27";"21";"15";"1";"0";"1";"0";"7";"2";"4";"6";"2";"2";"1";"1";"0";"4";"2";"0";"2";"23";"18";"6";"2";"3"
"68";"BU16802000";"Aa en Hunze                   ";"Buurt   ";"BU16802000";"1";"639";"9";"8";"6";"0";"0";"0";"0";"3";"2";"1";"2";"0";"0";"0";"0";"0";"1";"0";"0";"1";"14";"13";"5";"0";"2"
"69";"BU16802001";"Aa en Hunze                   ";"Buurt   ";"BU16802001";"1";"175";"1";"1";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"6";"6";"0";"0";"0"
"70";"BU16802008";"Aa en Hunze                   ";"Buurt   ";"BU16802008";"1";"61";"5";"4";"2";"0";"0";"0";"0";"1";"0";"1";"2";"0";"0";"0";"0";"0";"1";"0";"0";"1";"82";"66";"16";"0";"16"
"71";"BU16802009";"Aa en Hunze                   ";"Buurt   ";"BU16802009";"1";"297";"12";"8";"6";"0";"0";"1";"0";"3";"0";"2";"2";"2";"2";"1";"1";"0";"2";"2";"0";"0";"40";"27";"10";"7";"7"
"72";"WK168021  ";"Aa en Hunze                   ";"Wijk    ";"WK168021  ";"1";"489";"6";"4";"4";"0";"0";"1";"0";"3";"0";"0";"0";"0";"0";"0";"0";"0";"2";"2";"0";"0";"12";"8";"6";"0";"4"
"73";"BU16802100";"Aa en Hunze                   ";"Buurt   ";"BU16802100";"1";"257";"2";"2";"2";"0";"0";"0";"0";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"8";"8";"8";"0";"0"
"74";"BU16802101";"Aa en Hunze                   ";"Buurt   ";"BU16802101";"1";"83";"3";"1";"1";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2";"2";"0";"0";"36";"12";"0";"0";"24"
"75";"BU16802109";"Aa en Hunze                   ";"Buurt   ";"BU16802109";"1";"149";"1";"1";"1";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"7";"7";"7";"0";"0"
"76";"GM0738    ";"Aalburg                       ";"Gemeente";"GM0738    ";;"13038";"269";"189";"130";"19";"10";"34";"4";"18";"15";"30";"59";"42";"35";"21";"14";"7";"38";"16";"15";"7";"21";"14";"1";"3";"3"
"77";"WK073800  ";"Aalburg                       ";"Wijk    ";"WK073800  ";"1";"6306";"147";"113";"82";"15";"6";"26";"3";"9";"10";"13";"31";"18";"15";"9";"6";"3";"16";"6";"4";"6";"23";"18";"1";"2";"3"
"78";"BU07380000";"Aalburg                       ";"Buurt   ";"BU07380000";"1";"5245";"102";"78";"54";"6";"6";"25";"1";"8";"2";"6";"24";"14";"12";"8";"4";"2";"10";"3";"3";"4";"19";"15";"2";"2";"2"
"79";"BU07380001";"Aalburg                       ";"Buurt   ";"BU07380001";"1";"830";"26";"20";"14";"2";"0";"0";"0";"1";"5";"6";"6";"2";"1";"0";"1";"1";"4";"2";"0";"2";"31";"24";"1";"1";"5"
"80";"BU07380009";"Aalburg                       ";"Buurt   ";"BU07380009";"1";"231";"19";"15";"14";"7";"0";"1";"2";"0";"3";"1";"1";"2";"2";"1";"1";"0";"2";"1";"1";"0";"82";"65";"0";"9";"9"
"81";"WK073801  ";"Aalburg                       ";"Wijk    ";"WK073801  ";"1";"2688";"53";"33";"20";"1";"4";"4";"0";"1";"3";"7";"13";"10";"7";"3";"4";"3";"10";"5";"5";"0";"20";"12";"0";"3";"4"
"82";"BU07380100";"Aalburg                       ";"Buurt   ";"BU07380100";"1";"2597";"53";"33";"20";"1";"4";"4";"0";"1";"3";"7";"13";"10";"7";"3";"4";"3";"10";"5";"5";"0";"20";"13";"0";"3";"4"
"83";"BU07380109";"Aalburg                       ";"Buurt   ";"BU07380109";"1";"91";;;;;;;;;;;;;;;;;;;;;;;;;
"84";"WK073802  ";"Aalburg                       ";"Wijk    ";"WK073802  ";"1";"1736";"22";"14";"7";"2";"0";"0";"0";"1";"0";"4";"7";"5";"4";"3";"1";"1";"3";"1";"1";"1";"13";"8";"1";"2";"2"
"85";"BU07380200";"Aalburg                       ";"Buurt   ";"BU07380200";"1";"1649";"18";"11";"5";"2";"0";"0";"0";"0";"0";"3";"6";"5";"4";"3";"1";"1";"2";"1";"0";"1";"11";"7";"0";"2";"1"
"86";"BU07380209";"Aalburg                       ";"Buurt   ";"BU07380209";"1";"87";"4";"3";"2";"0";"0";"0";"0";"1";"0";"1";"1";"0";"0";"0";"0";"0";"1";"0";"1";"0";"46";"34";"11";"0";"11"
"87";"WK073803  ";"Aalburg                       ";"Wijk    ";"WK073803  ";"1";"789";"18";"8";"4";"0";"0";"1";"0";"1";"2";"0";"4";"6";"6";"5";"1";"0";"4";"4";"0";"0";"23";"10";"1";"8";"5"
"88";"BU07380300";"Aalburg                       ";"Buurt   ";"BU07380300";"1";"650";"16";"7";"3";"0";"0";"1";"0";"0";"2";"0";"4";"5";"5";"4";"1";"0";"4";"4";"0";"0";"25";"11";"0";"8";"6"
"89";"BU07380309";"Aalburg                       ";"Buurt   ";"BU07380309";"1";"139";"2";"1";"1";"0";"0";"0";"0";"1";"0";"0";"0";"1";"1";"1";"0";"0";"0";"0";"0";"0";"14";"7";"7";"7";"0"
"90";"WK073804  ";"Aalburg                       ";"Wijk    ";"WK073804  ";"1";"719";"13";"11";"8";"0";"0";"2";"1";"3";"0";"2";"3";"1";"1";"1";"0";"0";"1";"0";"1";"0";"18";"15";"4";"1";"1"
"91";"BU07380400";"Aalburg                       ";"Buurt   ";"BU07380400";"1";"638";"11";"9";"6";"0";"0";"2";"0";"3";"0";"1";"3";"1";"1";"1";"0";"0";"1";"0";"1";"0";"17";"14";"5";"2";"2"
"92";"BU07380409";"Aalburg                       ";"Buurt   ";"BU07380409";"1";"81";"2";"2";"2";"0";"0";"0";"1";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"25";"25";"0";"0";"0"
"93";"WK073805  ";"Aalburg                       ";"Wijk    ";"WK073805  ";"1";"385";"9";"8";"7";"1";"0";"1";"0";"2";"0";"3";"1";"1";"1";"0";"1";"0";"0";"0";"0";"0";"23";"21";"5";"3";"0"
"94";"BU07380500";"Aalburg                       ";"Buurt   ";"BU07380500";"1";"238";"7";"6";"5";"1";"0";"1";"0";"1";"0";"2";"1";"1";"1";"0";"1";"0";"0";"0";"0";"0";"29";"25";"4";"4";"0"
"95";"BU07380509";"Aalburg                       ";"Buurt   ";"BU07380509";"1";"147";"2";"2";"2";"0";"0";"0";"0";"1";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"14";"14";"7";"0";"0"
"96";"WK073806  ";"Aalburg                       ";"Wijk    ";"WK073806  ";"1";"415";"7";"2";"2";"0";"0";"0";"0";"1";"0";"1";"0";"1";"1";"0";"1";"0";"4";"0";"4";"0";"17";"5";"2";"2";"10"
"97";"BU07380600";"Aalburg                       ";"Buurt   ";"BU07380600";"1";"336";"4";"2";"2";"0";"0";"0";"0";"1";"0";"1";"0";"1";"1";"0";"1";"0";"1";"0";"1";"0";"12";"6";"3";"3";"3"
"98";"BU07380609";"Aalburg                       ";"Buurt   ";"BU07380609";"1";"79";"3";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"3";"0";"3";"0";"38";"0";"0";"0";"38"
"99";"GM0358    ";"Aalsmeer                      ";"Gemeente";"GM0358    ";;"31299";"950";"680";"561";"77";"43";"135";"9";"97";"108";"92";"119";"137";"115";"66";"49";"22";"133";"65";"48";"20";"30";"22";"3";"4";"4"
"100";"WK035800  ";"Aalsmeer                      ";"Wijk    ";"WK035800  ";"1";"12156";"448";"323";"273";"53";"27";"51";"8";"40";"51";"43";"50";"66";"55";"28";"27";"11";"59";"34";"18";"7";"37";"27";"3";"5";"5"
"101";"BU03580000";"Aalsmeer                      ";"Buurt   ";"BU03580000";"1";"2354";"123";"89";"78";"21";"7";"14";"6";"3";"19";"8";"11";"16";"16";"10";"6";"0";"18";"11";"4";"3";"52";"38";"1";"7";"8"
"102";"BU03580001";"Aalsmeer                      ";"Buurt   ";"BU03580001";"1";"6361";"181";"130";"104";"23";"5";"16";"1";"27";"14";"18";"26";"26";"21";"7";"14";"5";"25";"14";"7";"4";"28";"20";"4";"3";"4"
"103";"BU03580004";"Aalsmeer                      ";"Buurt   ";"BU03580004";"1";"2526";"114";"78";"67";"8";"6";"12";"1";"7";"18";"15";"11";"21";"15";"10";"5";"6";"15";"8";"7";"0";"45";"31";"3";"6";"6"
"104";"BU03580005";"Aalsmeer                      ";"Buurt   ";"BU03580005";"1";"915";"30";"26";"24";"1";"9";"9";"0";"3";"0";"2";"2";"3";"3";"1";"2";"0";"1";"1";"0";"0";"33";"28";"3";"3";"1"
"105";"WK035801  ";"Aalsmeer                      ";"Wijk    ";"WK035801  ";"1";"9251";"173";"117";"90";"8";"4";"36";"0";"19";"7";"16";"27";"27";"24";"14";"10";"3";"29";"9";"15";"5";"19";"13";"2";"3";"3"
"106";"BU03580100";"Aalsmeer                      ";"Buurt   ";"BU03580100";"1";"9251";"173";"117";"90";"8";"4";"36";"0";"19";"7";"16";"27";"27";"24";"14";"10";"3";"29";"9";"15";"5";"19";"13";"2";"3";"3"
"107";"WK035802  ";"Aalsmeer                      ";"Wijk    ";"WK035802  ";"1";"9892";"329";"240";"198";"16";"12";"48";"1";"38";"50";"33";"42";"44";"36";"24";"12";"8";"45";"22";"15";"8";"33";"24";"4";"4";"5"
"108";"BU03580200";"Aalsmeer                      ";"Buurt   ";"BU03580200";"1";"968";"47";"37";"33";"0";"4";"8";"0";"4";"6";"11";"4";"4";"4";"2";"2";"0";"6";"4";"1";"1";"49";"38";"4";"4";"6"
"109";"BU03580201";"Aalsmeer                      ";"Buurt   ";"BU03580201";"1";"740";"60";"54";"46";"1";"3";"12";"0";"11";"13";"6";"8";"4";"2";"2";"0";"2";"2";"1";"0";"1";"81";"73";"15";"3";"3"
"110";"BU03580205";"Aalsmeer                      ";"Buurt   ";"BU03580205";"1";"7783";"193";"130";"102";"15";"5";"17";"1";"23";"29";"12";"28";"30";"25";"18";"7";"5";"33";"16";"11";"6";"25";"17";"3";"3";"4"
"111";"BU03580206";"Aalsmeer                      ";"Buurt   ";"BU03580206";"1";"401";"29";"19";"17";"0";"0";"11";"0";"0";"2";"4";"2";"6";"5";"2";"3";"1";"4";"1";"3";"0";"72";"47";"0";"12";"10"
"112";"GM0197    ";"Aalten                        ";"Gemeente";"GM0197    ";;"26912";"520";"374";"274";"67";"15";"53";"4";"51";"44";"40";"100";"71";"58";"18";"40";"13";"75";"28";"32";"15";"19";"14";"2";"2";"3"
"113";"WK019701  ";"Aalten                        ";"Wijk    ";"WK019701  ";"1";"4002";"76";"45";"32";"2";"4";"1";"0";"10";"3";"12";"13";"18";"13";"0";"13";"5";"13";"6";"5";"2";"19";"11";"2";"3";"3"
"114";"BU01970101";"Aalten                        ";"Buurt   ";"BU01970101";"1";"112";;;;;;;;;;;;;;;;;;;;;;;;;
"115";"BU01970102";"Aalten                        ";"Buurt   ";"BU01970102";"1";"471";"27";"8";"6";"2";"0";"0";"0";"1";"0";"3";"2";"10";"5";"0";"5";"5";"9";"3";"4";"2";"57";"17";"2";"11";"19"
"116";"BU01970103";"Aalten                        ";"Buurt   ";"BU01970103";"1";"348";"9";"7";"7";"0";"2";"1";"0";"0";"1";"3";"0";"2";"2";"0";"2";"0";"0";"0";"0";"0";"26";"20";"0";"6";"0"
"117";"BU01970104";"Aalten                        ";"Buurt   ";"BU01970104";"1";"475";"2";"2";"1";"0";"1";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"4";"4";"0";"0";"0"
"118";"BU01970105";"Aalten                        ";"Buurt   ";"BU01970105";"1";"154";"2";"1";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"1";"0";"1";"0";"13";"6";"0";"0";"6"
